chr start end mid COcount NCOcount SNPcount cross Introgression
16 340001 360000 350000.5 6.25 0 12 natural 0
16 360001 380000 370000.5 4.5 0 0 natural 0
16 380001 4e+05 390000.5 14.25 2 19 natural 0
16 400001 420000 410000.5 0 0 25 natural 0
16 420001 440000 430000.5 1 2 74 natural 0
16 440001 460000 450000.5 20 0 15 natural 0
16 460001 480000 470000.5 5 0 57 natural 0
16 480001 5e+05 490000.5 7 0 33 natural 0
16 500001 520000 510000.5 6 1 37 natural 0
16 520001 540000 530000.5 7 1 46 natural 0
16 540001 560000 550000.5 0 1 54 natural 0
16 560001 580000 570000.5 1 1 34 natural 0
16 580001 6e+05 590000.5 3 0 40 natural 0
16 600001 620000 610000.5 7 2 17 natural 0
16 620001 640000 630000.5 7 1 50 natural 0
16 640001 660000 650000.5 7 1 48 natural 0
16 660001 680000 670000.5 5 0 1 natural 0
16 680001 7e+05 690000.5 22 0 1 natural 0
16 700001 720000 710000.5 1 0 16 natural 0
16 720001 740000 730000.5 5 4 44 natural 0
16 740001 760000 750000.5 7 0 53 natural 0
16 760001 780000 770000.5 7 2 67 natural 0
16 780001 8e+05 790000.5 9 0 59 natural 0
16 800001 820000 810000.5 0 2 44 natural 0
16 820001 840000 830000.5 7 4 104 natural 0
16 840001 860000 850000.5 17 0 1 natural 0
16 860001 880000 870000.5 0 0 1 natural 0
16 880001 9e+05 890000.5 0 0 0 natural 0
16 900001 920000 910000.5 0 0 0 natural 0
1 1 20000 10000.5 3 4 71 fermentation 0
1 20001 40000 30000.5 11.25 2 18 fermentation 0
1 40001 60000 50000.5 16.5 0 0 fermentation 0
1 60001 80000 70000.5 8.25 0 6 fermentation 0
1 80001 1e+05 90000.5 3 1 56 fermentation 0
1 100001 120000 110000.5 7 6 68 fermentation 0
1 120001 140000 130000.5 0 0 2 fermentation 0
1 140001 160000 150000.5 23 1 37 fermentation 0
1 160001 180000 170000.5 20 3 88 fermentation 0
1 180001 2e+05 190000.5 0 0 27 fermentation 0
2 1 20000 10000.5 1 0 1 fermentation 0
2 20001 40000 30000.5 3 2 68 fermentation 0
2 40001 60000 50000.5 9.5 1 23 fermentation 0
2 60001 80000 70000.5 7 0 0 fermentation 0
2 80001 1e+05 90000.5 4.5 2 32 fermentation 0
2 100001 120000 110000.5 2 1 23 fermentation 0
2 120001 140000 130000.5 3 3 60 fermentation 0
2 140001 160000 150000.5 4 2 55 fermentation 0
2 160001 180000 170000.5 7 3 92 fermentation 0
2 180001 2e+05 190000.5 8 0 16 fermentation 0
2 200001 220000 210000.5 2 0 0 fermentation 0
2 220001 240000 230000.5 2 0 1 fermentation 0
2 240001 260000 250000.5 1 0 15 fermentation 0
2 260001 280000 270000.5 7 0 3 fermentation 0
2 280001 3e+05 290000.5 5 0 37 fermentation 0
2 300001 320000 310000.5 5.5 0 43 fermentation 0
2 320001 340000 330000.5 5 0 0 fermentation 0
2 340001 360000 350000.5 5 0 0 fermentation 0
2 360001 380000 370000.5 5.5 0 3 fermentation 0
2 380001 4e+05 390000.5 3 1 22 fermentation 0
2 400001 420000 410000.5 5 1 44 fermentation 0
2 420001 440000 430000.5 5 1 100 fermentation 0
2 440001 460000 450000.5 3 2 41 fermentation 0
2 460001 480000 470000.5 0 0 40 fermentation 0
2 480001 5e+05 490000.5 4.5 0 24 fermentation 0
2 500001 520000 510000.5 5 0 0 fermentation 0
2 520001 540000 530000.5 2.5 0 3 fermentation 0
2 540001 560000 550000.5 8 0 1 fermentation 0
2 560001 580000 570000.5 7 2 28 fermentation 0
2 580001 6e+05 590000.5 3 6 63 fermentation 0
2 600001 620000 610000.5 0 1 48 fermentation 0
2 620001 640000 630000.5 5 1 54 fermentation 0
2 640001 660000 650000.5 4.5 0 34 fermentation 0
2 660001 680000 670000.5 3 0 0 fermentation 0
2 680001 7e+05 690000.5 2.5 0 67 fermentation 0
2 700001 720000 710000.5 6 6 215 fermentation 0
2 720001 740000 730000.5 2.375 3 89 fermentation 0
2 740001 760000 750000.5 4.75 0 0 fermentation 0
2 760001 780000 770000.5 4.75 0 0 fermentation 0
2 780001 8e+05 790000.5 4.75 0 0 fermentation 0
2 800001 820000 810000.5 6.375 0 1 fermentation 0
2 820001 840000 830000.5 3 0 2 fermentation 0
2 840001 860000 850000.5 8 0 91 fermentation 0
2 860001 880000 870000.5 1 2 168 fermentation 0
2 880001 9e+05 890000.5 2 0 1 fermentation 0
2 900001 920000 910000.5 4 0 0 fermentation 0
2 920001 940000 930000.5 4 0 0 fermentation 0
2 940001 960000 950000.5 3 0 2 fermentation 0
2 960001 980000 970000.5 0 0 47 fermentation 0
2 980001 1e+06 990000.5 7 2 73 fermentation 0
2 1000001 1020000 1010000.5 8 3 62 fermentation 0
2 1020001 1040000 1030000.5 7 2 31 fermentation 0
2 1040001 1060000 1050000.5 4.25 0 10 fermentation 0
2 1060001 1080000 1070000.5 2.5 0 0 fermentation 0
2 1080001 1100000 1090000.5 9.25 0 7 fermentation 0
2 1100001 1120000 1110000.5 0 3 32 fermentation 0
2 1120001 1140000 1130000.5 3.4 0 1 fermentation 0
2 1140001 1160000 1150000.5 6.8 0 0 fermentation 0
2 1160001 1180000 1170000.5 6.8 0 0 fermentation 0
2 1180001 1200000 1190000.5 6.8 0 0 fermentation 0
2 1200001 1220000 1210000.5 6.8 0 0 fermentation 0
2 1220001 1240000 1230000.5 4.65 0 1 fermentation 0
2 1240001 1260000 1250000.5 2.5 0 0 fermentation 0
2 1260001 1280000 1270000.5 43.25 0 44 fermentation 0
2 1280001 1300000 1290000.5 0 0 38 fermentation 0
3 1 20000 10000.5 0 0 0 fermentation 0
3 20001 40000 30000.5 0 0 4 fermentation 0
3 40001 60000 50000.5 3 1 47 fermentation 0
3 60001 80000 70000.5 5 2 96 fermentation 0
3 80001 1e+05 90000.5 1 0 25 fermentation 0
3 100001 120000 110000.5 4 1 41 fermentation 0
3 120001 140000 130000.5 19 2 16 fermentation 0
3 140001 160000 150000.5 18 0 1 fermentation 0
3 160001 180000 170000.5 9 0 2 fermentation 0
3 180001 2e+05 190000.5 5 1 55 fermentation 0
3 200001 220000 210000.5 6 4 35 fermentation 0
3 220001 240000 230000.5 37 2 41 fermentation 0
3 240001 260000 250000.5 7 1 62 fermentation 0
3 260001 280000 270000.5 24 6 13 fermentation 0
3 280001 3e+05 290000.5 0 0 4 fermentation 0
4 1 20000 10000.5 2 0 33 fermentation 0
4 20001 40000 30000.5 11 0 3 fermentation 0
4 40001 60000 50000.5 8 2 44 fermentation 0
4 60001 80000 70000.5 6 1 48 fermentation 0
4 80001 1e+05 90000.5 1 3 32 fermentation 0
4 100001 120000 110000.5 5 0 25 fermentation 0
4 120001 140000 130000.5 7 1 46 fermentation 0
4 140001 160000 150000.5 6 2 69 fermentation 0
4 160001 180000 170000.5 1 0 57 fermentation 0
4 180001 2e+05 190000.5 2 0 31 fermentation 0
4 200001 220000 210000.5 7 3 30 fermentation 0
4 220001 240000 230000.5 1 0 13 fermentation 0
4 240001 260000 250000.5 1.75 0 2 fermentation 0
4 260001 280000 270000.5 3.5 0 0 fermentation 0
4 280001 3e+05 290000.5 6.75 3 32 fermentation 0
4 300001 320000 310000.5 5 0 35 fermentation 0
4 320001 340000 330000.5 0 0 43 fermentation 0
4 340001 360000 350000.5 7 0 17 fermentation 0
4 360001 380000 370000.5 8 0 1 fermentation 0
4 380001 4e+05 390000.5 7 0 1 fermentation 0
4 400001 420000 410000.5 5.7857 0 2 fermentation 0
4 420001 440000 430000.5 3.5714 0 0 fermentation 0
4 440001 460000 450000.5 3.5714 0 0 fermentation 0
4 460001 480000 470000.5 3.5714 0 0 fermentation 0
4 480001 5e+05 490000.5 3.5714 0 0 fermentation 0
4 500001 520000 510000.5 3.5714 0 0 fermentation 0
4 520001 540000 530000.5 3.5714 0 0 fermentation 0
4 540001 560000 550000.5 3.7557 1 26 fermentation 0
4 560001 580000 570000.5 6 0 7 fermentation 0
4 580001 6e+05 590000.5 3.75 0 12 fermentation 0
4 600001 620000 610000.5 5.5 0 0 fermentation 0
4 620001 640000 630000.5 5.5 0 0 fermentation 0
4 640001 660000 650000.5 5.5 0 0 fermentation 0
4 660001 680000 670000.5 4.75 0 1 fermentation 0
4 680001 7e+05 690000.5 2 0 0 fermentation 0
4 700001 720000 710000.5 2.75 0 1 fermentation 0
4 720001 740000 730000.5 3.5 0 0 fermentation 0
4 740001 760000 750000.5 7.75 0 5 fermentation 0
4 760001 780000 770000.5 3 1 38 fermentation 0
4 780001 8e+05 790000.5 8 1 49 fermentation 0
4 800001 820000 810000.5 5 1 111 fermentation 0
4 820001 840000 830000.5 9 6 132 fermentation 0
4 840001 860000 850000.5 11 0 38 fermentation 0
4 860001 880000 870000.5 0 3 657 fermentation 1
4 880001 9e+05 890000.5 0 21 1139 fermentation 1
4 900001 920000 910000.5 3 16 1306 fermentation 1
4 920001 940000 930000.5 0 15 1304 fermentation 1
4 940001 960000 950000.5 0 17 1128 fermentation 1
4 960001 980000 970000.5 0 9 812 fermentation 1
4 980001 1e+06 990000.5 0 3 66 fermentation 1
5 1 20000 10000.5 9 0 64 fermentation 0
5 20001 40000 30000.5 9 2 15 fermentation 0
5 40001 60000 50000.5 12 2 69 fermentation 0
5 60001 80000 70000.5 6 2 11 fermentation 0
5 80001 1e+05 90000.5 10 0 1 fermentation 0
5 100001 120000 110000.5 5 2 39 fermentation 0
5 120001 140000 130000.5 0 0 30 fermentation 0
5 140001 160000 150000.5 2 1 115 fermentation 0
5 160001 180000 170000.5 3.6667 0 31 fermentation 0
5 180001 2e+05 190000.5 7.3333 0 0 fermentation 0
5 200001 220000 210000.5 7.3333 0 0 fermentation 0
5 220001 240000 230000.5 9.6667 0 1 fermentation 0
5 240001 260000 250000.5 6.25 0 24 fermentation 0
5 260001 280000 270000.5 4.5 0 0 fermentation 0
5 280001 3e+05 290000.5 2.25 0 2 fermentation 0
5 300001 320000 310000.5 15 0 16 fermentation 0
5 320001 340000 330000.5 4 0 0 fermentation 0
5 340001 360000 350000.5 4 0 1 fermentation 0
5 360001 380000 370000.5 4 0 0 fermentation 0
5 380001 4e+05 390000.5 6 0 1 fermentation 0
5 400001 420000 410000.5 8 0 0 fermentation 0
5 420001 440000 430000.5 11 0 37 fermentation 0
5 440001 460000 450000.5 8 0 17 fermentation 0
5 460001 480000 470000.5 4 0 23 fermentation 0
5 480001 5e+05 490000.5 3 2 33 fermentation 0
5 500001 520000 510000.5 4 0 43 fermentation 0
5 520001 540000 530000.5 0 0 28 fermentation 0
6 1 20000 10000.5 0 0 893 fermentation 1
6 20001 40000 30000.5 2 16 905 fermentation 1
6 40001 60000 50000.5 1 1 1249 fermentation 1
6 60001 80000 70000.5 18 8 416 fermentation 1
6 80001 1e+05 90000.5 1 2 59 fermentation 0
6 100001 120000 110000.5 0 0 31 fermentation 0
6 120001 140000 130000.5 3 3 61 fermentation 0
6 140001 160000 150000.5 13.75 1 46 fermentation 0
6 160001 180000 170000.5 9.5 0 0 fermentation 0
6 180001 2e+05 190000.5 10.75 1 16 fermentation 0
6 200001 220000 210000.5 3 0 1 fermentation 0
6 220001 240000 230000.5 10 1 67 fermentation 0
6 240001 260000 250000.5 7 0 71 fermentation 0
6 260001 280000 270000.5 1 1 45 fermentation 0
6 280001 3e+05 290000.5 2 1 62 fermentation 0
6 300001 320000 310000.5 6 1 37 fermentation 0
6 320001 340000 330000.5 2 2 50 fermentation 0
6 340001 360000 350000.5 9 2 55 fermentation 0
6 360001 380000 370000.5 3 1 53 fermentation 0
6 380001 4e+05 390000.5 8.1667 1 39 fermentation 0
6 400001 420000 410000.5 6.3333 0 0 fermentation 0
6 420001 440000 430000.5 6.3333 0 0 fermentation 0
6 440001 460000 450000.5 7.1667 1 27 fermentation 0
6 460001 480000 470000.5 3 0 5 fermentation 0
6 480001 5e+05 490000.5 3 1 23 fermentation 0
6 500001 520000 510000.5 0 0 0 fermentation 0
6 520001 540000 530000.5 0 0 0 fermentation 0
7 1 20000 10000.5 16 0 2 fermentation 1
7 20001 40000 30000.5 17 0 37 fermentation 1
7 40001 60000 50000.5 0 8 830 fermentation 1
7 60001 80000 70000.5 2 0 60 fermentation 0
7 80001 1e+05 90000.5 3 0 34 fermentation 0
7 100001 120000 110000.5 2 0 21 fermentation 0
7 120001 140000 130000.5 3 0 18 fermentation 0
7 140001 160000 150000.5 0 0 25 fermentation 0
7 160001 180000 170000.5 7 0 0 fermentation 0
7 180001 2e+05 190000.5 3 0 28 fermentation 0
7 200001 220000 210000.5 0 1 49 fermentation 0
7 220001 240000 230000.5 8 0 2 fermentation 0
7 240001 260000 250000.5 6 0 0 fermentation 0
7 260001 280000 270000.5 6 1 22 fermentation 0
7 280001 3e+05 290000.5 3 0 51 fermentation 0
7 300001 320000 310000.5 2 2 32 fermentation 0
7 320001 340000 330000.5 1 0 45 fermentation 0
7 340001 360000 350000.5 3 0 71 fermentation 0
7 360001 380000 370000.5 5 1 76 fermentation 0
7 380001 4e+05 390000.5 12 0 11 fermentation 0
7 400001 420000 410000.5 7 0 52 fermentation 0
7 420001 440000 430000.5 8 2 21 fermentation 0
7 440001 460000 450000.5 8 2 19 fermentation 0
7 460001 480000 470000.5 4 1 79 fermentation 0
7 480001 5e+05 490000.5 0 1 238 fermentation 0
7 500001 520000 510000.5 2 4 260 fermentation 0
7 520001 540000 530000.5 7 0 49 fermentation 0
7 540001 560000 550000.5 4 0 2 fermentation 0
7 560001 580000 570000.5 4 0 33 fermentation 0
7 580001 6e+05 590000.5 9 5 101 fermentation 0
7 600001 620000 610000.5 7 0 52 fermentation 0
7 620001 640000 630000.5 2 3 70 fermentation 0
7 640001 660000 650000.5 5 1 44 fermentation 0
7 660001 680000 670000.5 1 0 84 fermentation 0
7 680001 7e+05 690000.5 1 1 59 fermentation 0
7 700001 720000 710000.5 9 0 56 fermentation 0
7 720001 740000 730000.5 6 3 54 fermentation 0
7 740001 760000 750000.5 5.75 1 40 fermentation 0
7 760001 780000 770000.5 7.5 0 0 fermentation 0
7 780001 8e+05 790000.5 6.75 0 46 fermentation 0
7 800001 820000 810000.5 9.5 1 48 fermentation 0
7 820001 840000 830000.5 7 0 0 fermentation 0
7 840001 860000 850000.5 7 0 0 fermentation 0
7 860001 880000 870000.5 8.5 3 47 fermentation 0
7 880001 9e+05 890000.5 0 3 62 fermentation 0
7 900001 920000 910000.5 1 2 243 fermentation 0
7 920001 940000 930000.5 4 2 155 fermentation 0
7 940001 960000 950000.5 7 1 48 fermentation 0
7 960001 980000 970000.5 12 3 48 fermentation 0
7 980001 1e+06 990000.5 1 0 43 fermentation 0
7 1000001 1020000 1010000.5 8 0 56 fermentation 0
7 1020001 1040000 1030000.5 1 1 40 fermentation 0
8 1 20000 10000.5 3.5 0 89 fermentation 0
8 20001 40000 30000.5 7 0 0 fermentation 0
8 40001 60000 50000.5 8.5 4 17 fermentation 0
8 60001 80000 70000.5 11 2 46 fermentation 0
8 80001 1e+05 90000.5 3 0 44 fermentation 0
8 100001 120000 110000.5 7.25 0 40 fermentation 0
8 120001 140000 130000.5 10.5 0 0 fermentation 0
8 140001 160000 150000.5 5.25 0 38 fermentation 0
8 160001 180000 170000.5 7 3 57 fermentation 0
8 180001 2e+05 190000.5 5 1 39 fermentation 0
8 200001 220000 210000.5 8 0 29 fermentation 0
8 220001 240000 230000.5 5 1 60 fermentation 0
8 240001 260000 250000.5 2 0 29 fermentation 0
8 260001 280000 270000.5 7 0 10 fermentation 0
8 280001 3e+05 290000.5 4 1 54 fermentation 0
8 300001 320000 310000.5 1 0 51 fermentation 0
8 320001 340000 330000.5 2 2 59 fermentation 0
8 340001 360000 350000.5 6 0 54 fermentation 0
8 360001 380000 370000.5 8 1 6 fermentation 0
8 380001 4e+05 390000.5 6 0 0 fermentation 0
8 400001 420000 410000.5 3 0 1 fermentation 0
8 420001 440000 430000.5 9 1 13 fermentation 0
8 440001 460000 450000.5 5 2 58 fermentation 0
8 460001 480000 470000.5 0 2 50 fermentation 0
8 480001 5e+05 490000.5 5 0 40 fermentation 0
8 500001 520000 510000.5 11 3 53 fermentation 0
8 520001 540000 530000.5 3 1 12 fermentation 0
8 540001 560000 550000.5 2 1 34 fermentation 0
8 560001 580000 570000.5 16 1 65 fermentation 0
8 580001 6e+05 590000.5 2.75 2 20 fermentation 0
8 600001 620000 610000.5 3.5 0 0 fermentation 0
8 620001 640000 630000.5 3.75 0 13 fermentation 0
8 640001 660000 650000.5 4 0 0 fermentation 0
8 660001 680000 670000.5 2 0 31 fermentation 0
8 680001 7e+05 690000.5 4 1 65 fermentation 0
8 700001 720000 710000.5 4 0 68 fermentation 0
8 720001 740000 730000.5 8 0 33 fermentation 0
8 740001 760000 750000.5 2 0 9 fermentation 0
8 760001 780000 770000.5 16 0 8 fermentation 0
8 780001 8e+05 790000.5 0 0 3 fermentation 0
8 800001 820000 810000.5 0 0 0 fermentation 0
9 1 20000 10000.5 0 0 0 fermentation 0
9 20001 40000 30000.5 5 0 1 fermentation 0
9 40001 60000 50000.5 10 0 0 fermentation 0
9 60001 80000 70000.5 8 0 10 fermentation 0
9 80001 1e+05 90000.5 3 4 49 fermentation 0
9 100001 120000 110000.5 0 0 4 fermentation 0
9 120001 140000 130000.5 12 1 30 fermentation 0
9 140001 160000 150000.5 7 4 210 fermentation 1
9 160001 180000 170000.5 0 13 1170 fermentation 1
9 180001 2e+05 190000.5 1 7 1223 fermentation 1
9 200001 220000 210000.5 0 5 983 fermentation 1
9 220001 240000 230000.5 1 4 905 fermentation 1
9 240001 260000 250000.5 3 8 924 fermentation 1
9 260001 280000 270000.5 4 16 1190 fermentation 1
9 280001 3e+05 290000.5 0 11 985 fermentation 1
9 300001 320000 310000.5 8.75 0 1 fermentation 0
9 320001 340000 330000.5 3.5 0 0 fermentation 0
9 340001 360000 350000.5 2.75 0 4 fermentation 0
9 360001 380000 370000.5 13 4 97 fermentation 0
9 380001 4e+05 390000.5 6 1 129 fermentation 0
9 400001 420000 410000.5 9 2 48 fermentation 0
10 1 20000 10000.5 0 0 0 fermentation 0
10 20001 40000 30000.5 0 0 0 fermentation 0
10 40001 60000 50000.5 0 1 75 fermentation 0
10 60001 80000 70000.5 1 3 77 fermentation 0
10 80001 1e+05 90000.5 10 1 61 fermentation 0
10 100001 120000 110000.5 20 0 1 fermentation 0
10 120001 140000 130000.5 2 2 19 fermentation 0
10 140001 160000 150000.5 0 0 23 fermentation 0
10 160001 180000 170000.5 3 0 65 fermentation 0
10 180001 2e+05 190000.5 6 3 88 fermentation 0
10 200001 220000 210000.5 3 5 61 fermentation 0
10 220001 240000 230000.5 14 3 317 fermentation 1
10 240001 260000 250000.5 0 0 1199 fermentation 1
10 260001 280000 270000.5 1 9 1056 fermentation 1
10 280001 3e+05 290000.5 3 4 820 fermentation 1
10 300001 320000 310000.5 0 5 1316 fermentation 1
10 320001 340000 330000.5 0 7 1279 fermentation 1
10 340001 360000 350000.5 0 9 1158 fermentation 1
10 360001 380000 370000.5 0 8 949 fermentation 1
10 380001 4e+05 390000.5 0 4 979 fermentation 1
10 400001 420000 410000.5 2 2 1058 fermentation 1
10 420001 440000 430000.5 6 3 597 fermentation 1
10 440001 460000 450000.5 8 0 0 fermentation 0
10 460001 480000 470000.5 8 0 0 fermentation 0
10 480001 5e+05 490000.5 12 2 51 fermentation 0
10 500001 520000 510000.5 2 0 34 fermentation 0
10 520001 540000 530000.5 14 3 55 fermentation 0
10 540001 560000 550000.5 2 2 16 fermentation 0
10 560001 580000 570000.5 7 1 4 fermentation 0
10 580001 6e+05 590000.5 8 0 60 fermentation 0
10 600001 620000 610000.5 0 0 11 fermentation 0
10 620001 640000 630000.5 19 0 0 fermentation 0
10 640001 660000 650000.5 0 0 28 fermentation 0
10 660001 680000 670000.5 5 4 57 fermentation 0
10 680001 7e+05 690000.5 3.25 4 31 fermentation 0
10 700001 720000 710000.5 0.5 0 0 fermentation 0
10 720001 740000 730000.5 9.25 0 0 fermentation 0
10 740001 760000 750000.5 6 2 74 fermentation 0
10 760001 780000 770000.5 1 5 139 fermentation 0
10 780001 8e+05 790000.5 6 4 50 fermentation 0
10 800001 820000 810000.5 4 0 68 fermentation 0
10 820001 840000 830000.5 6 3 62 fermentation 0
10 840001 860000 850000.5 3 1 32 fermentation 0
10 860001 880000 870000.5 10 3 95 fermentation 0
10 880001 9e+05 890000.5 4 1 50 fermentation 0
10 900001 920000 910000.5 4 1 43 fermentation 0
10 920001 940000 930000.5 0 0 20 fermentation 0
10 940001 960000 950000.5 8 0 7 fermentation 0
10 960001 980000 970000.5 12 5 54 fermentation 0
10 980001 1e+06 990000.5 5 1 25 fermentation 0
10 1000001 1020000 1010000.5 0 0 1 fermentation 0
11 1 20000 10000.5 0 0 0 fermentation 0
11 20001 40000 30000.5 5 0 7 fermentation 0
11 40001 60000 50000.5 6.25 0 1 fermentation 0
11 60001 80000 70000.5 6.5 0 0 fermentation 0
11 80001 1e+05 90000.5 5.25 0 15 fermentation 0
11 100001 120000 110000.5 2 0 31 fermentation 0
11 120001 140000 130000.5 3 4 42 fermentation 0
11 140001 160000 150000.5 10 0 10 fermentation 0
11 160001 180000 170000.5 3 1 23 fermentation 0
11 180001 2e+05 190000.5 1 1 34 fermentation 0
11 200001 220000 210000.5 4 1 46 fermentation 0
11 220001 240000 230000.5 8 2 22 fermentation 0
11 240001 260000 250000.5 4 3 73 fermentation 0
11 260001 280000 270000.5 5 2 38 fermentation 0
11 280001 3e+05 290000.5 0 2 83 fermentation 0
11 300001 320000 310000.5 4 0 62 fermentation 0
11 320001 340000 330000.5 1 0 62 fermentation 0
11 340001 360000 350000.5 12 0 6 fermentation 0
11 360001 380000 370000.5 9 1 39 fermentation 0
11 380001 4e+05 390000.5 2.25 0 3 fermentation 0
11 400001 420000 410000.5 4.5 0 0 fermentation 0
11 420001 440000 430000.5 6.0833 0 1 fermentation 0
11 440001 460000 450000.5 5.6667 0 0 fermentation 0
11 460001 480000 470000.5 5.6667 0 0 fermentation 0
11 480001 5e+05 490000.5 3.8333 0 1 fermentation 0
11 500001 520000 510000.5 25 10 40 fermentation 0
11 520001 540000 530000.5 2 0 34 fermentation 0
11 540001 560000 550000.5 7 0 6 fermentation 0
11 560001 580000 570000.5 7 0 29 fermentation 0
11 580001 6e+05 590000.5 5 1 81 fermentation 0
11 600001 620000 610000.5 3 1 51 fermentation 0
11 620001 640000 630000.5 0 0 21 fermentation 0
12 1 20000 10000.5 3.25 0 2 fermentation 0
12 20001 40000 30000.5 4.5 0 0 fermentation 0
12 40001 60000 50000.5 18.25 0 7 fermentation 0
12 60001 80000 70000.5 9 4 21 fermentation 0
12 80001 1e+05 90000.5 6 0 32 fermentation 0
12 100001 120000 110000.5 0.5 0 41 fermentation 0
12 120001 140000 130000.5 1 0 0 fermentation 0
12 140001 160000 150000.5 3.8333 0 1 fermentation 0
12 160001 180000 170000.5 4.6667 0 0 fermentation 0
12 180001 2e+05 190000.5 4.6667 0 0 fermentation 0
12 200001 220000 210000.5 6.3333 0 32 fermentation 0
12 220001 240000 230000.5 0 0 61 fermentation 0
12 240001 260000 250000.5 10 5 44 fermentation 0
12 260001 280000 270000.5 3 0 68 fermentation 0
12 280001 3e+05 290000.5 3 0 18 fermentation 0
12 300001 320000 310000.5 11 0 1 fermentation 0
12 320001 340000 330000.5 13 1 59 fermentation 0
12 340001 360000 350000.5 2 2 63 fermentation 0
12 360001 380000 370000.5 0 1 82 fermentation 0
12 380001 4e+05 390000.5 1 0 8 fermentation 0
12 400001 420000 410000.5 0 0 0 fermentation 0
12 420001 440000 430000.5 0 0 0 fermentation 0
12 440001 460000 450000.5 0 0 0 fermentation 0
13 1 20000 10000.5 5 17 234 fermentation 0
13 20001 40000 30000.5 2 19 832 fermentation 1
13 40001 60000 50000.5 2 28 1169 fermentation 1
13 60001 80000 70000.5 1 25 1241 fermentation 1
13 80001 1e+05 90000.5 0 30 1195 fermentation 1
13 100001 120000 110000.5 4.3333 3 199 fermentation 1
13 120001 140000 130000.5 8.6667 0 0 fermentation 0
13 140001 160000 150000.5 8.6667 0 0 fermentation 0
13 160001 180000 170000.5 7.3333 0 10 fermentation 0
13 180001 2e+05 190000.5 4 0 1 fermentation 0
13 200001 220000 210000.5 12 0 3 fermentation 0
13 220001 240000 230000.5 5 2 48 fermentation 0
13 240001 260000 250000.5 0 0 32 fermentation 0
13 260001 280000 270000.5 1.25 0 32 fermentation 0
13 280001 3e+05 290000.5 2.5 0 0 fermentation 0
13 300001 320000 310000.5 5.25 0 76 fermentation 0
13 320001 340000 330000.5 8.5 1 18 fermentation 0
13 340001 360000 350000.5 7 0 0 fermentation 0
13 360001 380000 370000.5 7 0 0 fermentation 0
13 380001 4e+05 390000.5 4.5 0 5 fermentation 0
13 400001 420000 410000.5 1 2 30 fermentation 0
13 420001 440000 430000.5 3.6667 0 24 fermentation 0
13 440001 460000 450000.5 7.3333 0 0 fermentation 0
13 460001 480000 470000.5 7.3333 0 0 fermentation 0
13 480001 5e+05 490000.5 3.6667 0 21 fermentation 0
13 500001 520000 510000.5 2 0 8 fermentation 0
13 520001 540000 530000.5 5 0 40 fermentation 0
13 540001 560000 550000.5 6 0 1 fermentation 0
13 560001 580000 570000.5 4 0 9 fermentation 0
13 580001 6e+05 590000.5 2.1667 0 32 fermentation 0
13 600001 620000 610000.5 4.3333 0 0 fermentation 0
13 620001 640000 630000.5 4.3333 0 0 fermentation 0
13 640001 660000 650000.5 7.1667 0 1 fermentation 0
13 660001 680000 670000.5 2.375 0 1 fermentation 0
13 680001 7e+05 690000.5 4.75 0 0 fermentation 0
13 700001 720000 710000.5 4.75 0 0 fermentation 0
13 720001 740000 730000.5 4.75 0 0 fermentation 0
13 740001 760000 750000.5 7.125 0 9 fermentation 0
13 760001 780000 770000.5 3.5 0 0 fermentation 0
13 780001 8e+05 790000.5 4.75 1 19 fermentation 0
13 800001 820000 810000.5 6 0 57 fermentation 0
13 820001 840000 830000.5 6 0 31 fermentation 0
13 840001 860000 850000.5 6 3 70 fermentation 0
13 860001 880000 870000.5 7 1 20 fermentation 0
13 880001 9e+05 890000.5 4 2 46 fermentation 0
13 900001 920000 910000.5 1 0 20 fermentation 0
14 1 20000 10000.5 0 0 0 fermentation 1
14 20001 40000 30000.5 12 6 45 fermentation 1
14 40001 60000 50000.5 10 3 29 fermentation 1
14 60001 80000 70000.5 6 2 53 fermentation 1
14 80001 1e+05 90000.5 8 0 20 fermentation 1
14 100001 120000 110000.5 7 3 47 fermentation 1
14 120001 140000 130000.5 6 0 31 fermentation 1
14 140001 160000 150000.5 3 1 50 fermentation 1
14 160001 180000 170000.5 1 1 46 fermentation 1
14 180001 2e+05 190000.5 3 9 1059 fermentation 1
14 200001 220000 210000.5 3 5 792 fermentation 1
14 220001 240000 230000.5 7 2 235 fermentation 1
14 240001 260000 250000.5 0 14 1071 fermentation 1
14 260001 280000 270000.5 0 12 957 fermentation 1
14 280001 3e+05 290000.5 0 19 1010 fermentation 1
14 300001 320000 310000.5 0 17 1226 fermentation 1
14 320001 340000 330000.5 0 14 1104 fermentation 1
14 340001 360000 350000.5 1 12 968 fermentation 1
14 360001 380000 370000.5 0 18 1215 fermentation 1
14 380001 4e+05 390000.5 0 15 1138 fermentation 1
14 400001 420000 410000.5 1 18 1103 fermentation 1
14 420001 440000 430000.5 0 15 1075 fermentation 1
14 440001 460000 450000.5 1 9 1000 fermentation 1
14 460001 480000 470000.5 0 16 1235 fermentation 1
14 480001 5e+05 490000.5 1 20 1038 fermentation 1
14 500001 520000 510000.5 2 12 1004 fermentation 1
14 520001 540000 530000.5 1 15 1170 fermentation 1
14 540001 560000 550000.5 1 17 862 fermentation 1
14 560001 580000 570000.5 1 18 1116 fermentation 1
