chr start end mid COcount NCOcount SNPcount cross Introgression CO_NCO_ratio telomere_dist homology
10 240001 260000 250000.5 5 4.24268137462877 100 natural 1 1.1785 250000.5 0.994849742487124
10 260001 280000 270000.5 7 18.4275184275184 49 natural 1 0.379866666666667 270000.5 0.997549877493875
10 280001 3e+05 290000.5 2 5.65610859728507 45 natural 1 0.3536 290000.5 0.99769988499425
10 300001 320000 310000.5 2 5.69151963574274 70 natural 1 0.3514 310000.5 0.99649982499125
10 320001 340000 330000.5 15 0 16 natural 1 Inf 330000.5 0.999199959998
10 340001 360000 350000.5 6 4.37062937062937 51 natural 1 1.3728 350000.5 0.997449872493625
10 360001 380000 370000.5 10 11.3700966458215 50 natural 1 0.8795 370000.5 0.995349767488374
10 380001 4e+05 390000.5 14 11.3765642775882 58 natural 1 1.2306 390000.5 0.997049852492625
10 400001 420000 410000.5 5 0 55 natural 1 Inf 410000.5 0.997249862493125
10 420001 440000 430000.5 6 11.4678899082569 28 natural 1 0.5232 430000.5 0.9985999299965
10 440001 460000 450000.5 6 0 0 natural 0 Inf 450000.5 1
10 460001 480000 470000.5 6 0 0 natural 0 Inf 470000.5 0.999849992499625
10 480001 5e+05 490000.5 10 20.4708290685773 31 natural 0 0.4885 490000.5 0.998424921246062
10 500001 520000 510000.5 4 11.4678899082569 33 natural 0 0.3488 506004.5 0.998349917495875
10 520001 540000 530000.5 6 6.85871056241427 64 natural 0 0.8748 486004.5 0.996799839992
10 540001 560000 550000.5 4 21.1640211640212 32 natural 0 0.189 466004.5 0.997174858742937
10 560001 580000 570000.5 6.8333 0 59 natural 0 Inf 446004.5 0.996824841242062
10 580001 6e+05 590000.5 5.6667 0 0 natural 0 Inf 426004.5 0.999824991249562
10 600001 620000 610000.5 5.6667 0 0 natural 0 Inf 406004.5 0.999974998749937
10 620001 640000 630000.5 5.2333 0 1 natural 0 Inf 386004.5 0.999949997499875
10 640001 660000 650000.5 4.8 0 0 natural 0 Inf 366004.5 0.999949997499875
10 660001 680000 670000.5 4.8 0 0 natural 0 Inf 346004.5 1
10 680001 7e+05 690000.5 4.8 0 0 natural 0 Inf 326004.5 1
10 700001 720000 710000.5 4.8 0 0 natural 0 Inf 306004.5 1
10 720001 740000 730000.5 4.4 0 48 natural 0 Inf 286004.5 0.997599879994
10 740001 760000 750000.5 12 0 11 natural 0 Inf 266004.5 0.999449972498625
10 760001 780000 770000.5 6 0 89 natural 0 Inf 246004.5 0.995349767488374
10 780001 8e+05 790000.5 10 20.8768267223382 43 natural 0 0.479 226004.5 0.997849892494625
10 800001 820000 810000.5 5 0 37 natural 0 Inf 206004.5 0.998024901245062
10 820001 840000 830000.5 4 0 41 natural 0 Inf 186004.5 0.997949897494875
10 840001 860000 850000.5 17 0 6 natural 0 Inf 166004.5 0.99969998499925
10 860001 880000 870000.5 3.2 0 1 natural 0 Inf 146004.5 0.999949997499875
10 880001 9e+05 890000.5 6.4 0 0 natural 0 Inf 126004.5 1
10 900001 920000 910000.5 6.4 0 0 natural 0 Inf 106004.5 1
10 920001 940000 930000.5 6.4 0 0 natural 0 Inf 86004.5 1
10 940001 960000 950000.5 6.4 0 0 natural 0 Inf 66004.5 1
10 960001 980000 970000.5 23.2 32.479249368459 62 natural 0 0.714302222222222 46004.5 0.99689984499225
10 980001 1e+06 990000.5 2 2.49563264287497 227 natural 0 0.8014 26004.5 0.988624431221561
10 1000001 1020000 1010000.5 0 0 191 natural 0 NA 6004.5 0.990399519975999
11 1 20000 10000.5 4 0 183 natural 0 Inf 10000.5 0.989699484974249
11 20001 40000 30000.5 8 22.5733634311512 40 natural 0 0.3544 30000.5 0.997999899995
11 40001 60000 50000.5 8 5.80046403712297 43 natural 0 1.3792 50000.5 0.997774888744437
11 60001 80000 70000.5 10.625 20.639834881321 31 natural 0 0.51478125 70000.5 0.998449922496125
11 80001 1e+05 90000.5 5.25 0 0 natural 0 Inf 90000.5 1
11 100001 120000 110000.5 5.25 0 0 natural 0 Inf 110000.5 1
11 120001 140000 130000.5 5.25 0 0 natural 0 Inf 130000.5 0.999949997499875
11 140001 160000 150000.5 8.125 0 2 natural 0 Inf 150000.5 0.99989999499975
11 160001 180000 170000.5 3 0 0 natural 0 Inf 170000.5 1
11 180001 2e+05 190000.5 6.75 0 1 natural 0 Inf 190000.5 0.999949997499875
11 200001 220000 210000.5 10.5 0 0 natural 0 Inf 210000.5 1
11 220001 240000 230000.5 8.25 18.8323917137476 17 natural 0 0.438075 230000.5 0.999149957497875
11 240001 260000 250000.5 4 0 206 natural 0 Inf 250000.5 0.989599479973999
11 260001 280000 270000.5 5 11.8343195266272 83 natural 0 0.4225 270000.5 0.995849792489624
11 280001 3e+05 290000.5 3 6.75219446320054 46 natural 0 0.4443 290000.5 0.99769988499425
11 300001 320000 310000.5 10 0 42 natural 0 Inf 310000.5 0.99789989499475
11 320001 340000 330000.5 3.75 0 26 natural 0 Inf 305710.5 0.99869993499675
11 340001 360000 350000.5 7.5 0 0 natural 0 Inf 285710.5 1
11 360001 380000 370000.5 9.75 11.8063754427391 39 natural 0 0.825825 265710.5 0.998049902495125
11 380001 4e+05 390000.5 2 0 35 natural 0 Inf 245710.5 0.998249912495625
11 400001 420000 410000.5 2 0 40 natural 0 Inf 225710.5 0.997874893744687
11 420001 440000 430000.5 4 0 19 natural 0 Inf 205710.5 0.999049952497625
11 440001 460000 450000.5 10.5 0 15 natural 0 Inf 185710.5 0.999249962498125
11 460001 480000 470000.5 3 0 0 natural 0 Inf 165710.5 1
11 480001 5e+05 490000.5 14.5 0 1 natural 0 Inf 145710.5 0.999949997499875
11 500001 520000 510000.5 26 117.056856187291 22 natural 0 0.222114285714286 125710.5 0.99889994499725
11 520001 540000 530000.5 0 0 36 natural 0 NA 105710.5 0.998124906245312
11 540001 560000 550000.5 11 10.2880658436214 27 natural 0 1.0692 85710.5 0.998649932496625
11 560001 580000 570000.5 5 4.20168067226891 75 natural 0 1.19 65710.5 0.996249812490624
11 580001 6e+05 590000.5 6 7.20288115246098 78 natural 0 0.833 45710.5 0.99609980499025
11 600001 620000 610000.5 7 0 54 natural 0 Inf 25710.5 0.99729986499325
11 620001 640000 630000.5 0 0 20 natural 0 NA 5710.5 0.998799939997
12 1 20000 10000.5 3 0 9 natural 0 Inf 10000.5 0.999524976248812
12 20001 40000 30000.5 0 0 0 natural 0 NA 30000.5 1
12 40001 60000 50000.5 3.5714 0 1 natural 0 Inf 50000.5 0.99989999499975
12 60001 80000 70000.5 7.1429 0 0 natural 0 Inf 70000.5 1
12 80001 1e+05 90000.5 7.1429 0 0 natural 0 Inf 90000.5 1
12 100001 120000 110000.5 7.1429 0 0 natural 0 Inf 110000.5 1
12 120001 140000 130000.5 7.1429 0 0 natural 0 Inf 130000.5 1
12 140001 160000 150000.5 7.1429 0 0 natural 0 Inf 150000.5 1
12 160001 180000 170000.5 7.1429 0 0 natural 0 Inf 170000.5 1
12 180001 2e+05 190000.5 6.8214 0 1 natural 0 Inf 190000.5 0.999949997499875
12 200001 220000 210000.5 6.5 0 0 natural 0 Inf 210000.5 1
12 220001 240000 230000.5 3.25 0 2 natural 0 Inf 215541.5 0.99989999499975
12 240001 260000 250000.5 12 16.6251039068994 19 natural 0 0.7218 195541.5 0.999049952497625
12 260001 280000 270000.5 9.5 0 1 natural 0 Inf 175541.5 0.999949997499875
12 280001 3e+05 290000.5 1 0 0 natural 0 Inf 155541.5 1
12 300001 320000 310000.5 10.25 0 3 natural 0 Inf 135541.5 0.999849992499625
12 320001 340000 330000.5 13.5 0 0 natural 0 Inf 115541.5 1
12 340001 360000 350000.5 11.25 0 1 natural 0 Inf 95541.5 0.999949997499875
12 360001 380000 370000.5 7 0 0 natural 0 Inf 75541.5 1
12 380001 4e+05 390000.5 5.5 1.51952590791673 224 natural 0 3.61955 55541.5 0.988649432471624
12 400001 420000 410000.5 1 0 341 natural 0 Inf 35541.5 0.98292414620731
12 420001 440000 430000.5 2 0 379 natural 0 Inf 15541.5 0.98042402120106
12 440001 460000 450000.5 0 0 168 natural 0 NA 0 0.991599579978999
13 1 20000 10000.5 0 0 48 natural 0 NA 10000.5 0.995599779988999
13 20001 40000 30000.5 21 0 34 natural 1 Inf 30000.5 0.99829991499575
13 40001 60000 50000.5 11 0 4 natural 1 Inf 50000.5 0.9997999899995
13 60001 80000 70000.5 12 0 15 natural 1 Inf 70000.5 0.999224961248062
13 80001 1e+05 90000.5 6 0 0 natural 1 Inf 90000.5 1
13 100001 120000 110000.5 6 0 0 natural 1 Inf 110000.5 1
13 120001 140000 130000.5 6 0 0 natural 0 Inf 130000.5 1
13 140001 160000 150000.5 3 0 1 natural 0 Inf 150000.5 0.999949997499875
13 160001 180000 170000.5 7 43.1541781090624 67 natural 0 0.162209090909091 170000.5 0.996649832491625
13 180001 2e+05 190000.5 1 0 93 natural 0 Inf 190000.5 0.995349767488374
13 200001 220000 210000.5 5 10.2319236016371 62 natural 0 0.488666666666667 210000.5 0.99689984499225
13 220001 240000 230000.5 2 7.53012048192771 39 natural 0 0.2656 230000.5 0.998049902495125
13 240001 260000 250000.5 2 0 0 natural 0 Inf 250000.5 1
13 260001 280000 270000.5 10 7.31528895391368 35 natural 0 1.367 270000.5 0.998249912495625
13 280001 3e+05 290000.5 4.75 0 1 natural 0 Inf 290000.5 0.999949997499875
13 300001 320000 310000.5 7.5 0 0 natural 0 Inf 310000.5 1
13 320001 340000 330000.5 10.5 0 1 natural 0 Inf 330000.5 0.999949997499875
13 340001 360000 350000.5 9.5 0 0 natural 0 Inf 350000.5 1
13 360001 380000 370000.5 8.75 6.1050061050061 42 natural 0 1.43325 370000.5 0.99789989499475
13 380001 4e+05 390000.5 6 8.16993464052288 66 natural 0 0.7344 390000.5 0.99669983499175
13 400001 420000 410000.5 1 0 157 natural 0 Inf 410000.5 0.992149607480374
13 420001 440000 430000.5 3 0 266 natural 0 Inf 430000.5 0.986599329966498
13 440001 460000 450000.5 6 5.26981450252951 290 natural 0 1.13856 450000.5 0.985424271213561
13 460001 480000 470000.5 4 0 329 natural 0 Inf 437340.5 0.983549177458873
13 480001 5e+05 490000.5 6 1.17605550982006 280 natural 0 5.1018 417340.5 0.985649282464123
13 500001 520000 510000.5 1 0 284 natural 0 Inf 397340.5 0.985799289964498
13 520001 540000 530000.5 4 0 183 natural 0 Inf 377340.5 0.990849542477124
13 540001 560000 550000.5 3 0 26 natural 0 Inf 357340.5 0.998674933746687
13 560001 580000 570000.5 3 181.818181818182 12 natural 0 0.0165 337340.5 0.9993999699985
13 580001 6e+05 590000.5 2 5.92768227622999 52 natural 0 0.3374 317340.5 0.997324866243312
13 600001 620000 610000.5 11 3.7147102526003 62 natural 0 2.9612 297340.5 0.99689984499225
13 620001 640000 630000.5 6 0 43 natural 0 Inf 277340.5 0.9977998899945
13 640001 660000 650000.5 9 36.2056480811006 38 natural 0 0.24858 257340.5 0.99809990499525
13 660001 680000 670000.5 7 11.4025085518814 38 natural 0 0.6139 237340.5 0.99809990499525
13 680001 7e+05 690000.5 2 0 40 natural 0 Inf 217340.5 0.997999899995
13 700001 720000 710000.5 3 29.2397660818713 20 natural 0 0.1026 197340.5 0.9989999499975
13 720001 740000 730000.5 12 18.6219739292365 44 natural 0 0.6444 177340.5 0.9977998899945
13 740001 760000 750000.5 10 24.0577385725742 38 natural 0 0.415666666666667 157340.5 0.998049902495125
13 760001 780000 770000.5 10 8.57632933104631 28 natural 0 1.166 137340.5 0.9985999299965
13 780001 8e+05 790000.5 3 0 63 natural 0 Inf 117340.5 0.996849842492125
13 800001 820000 810000.5 6 0 56 natural 0 Inf 97340.5 0.997199859993
13 820001 840000 830000.5 9 13.869625520111 31 natural 0 0.6489 77340.5 0.998449922496125
13 840001 860000 850000.5 19 16.1655350792111 72 natural 0 1.17534 57340.5 0.996399819991
13 860001 880000 870000.5 1 0 31 natural 0 Inf 37340.5 0.998449922496125
13 880001 9e+05 890000.5 10 17.7619893428064 47 natural 0 0.563 17340.5 0.997624881244062
13 900001 920000 910000.5 1 0 22 natural 0 Inf 0 0.997599879994
14 1 20000 10000.5 5 0 206 natural 1 Inf 10000.5 0.989624481224061
14 20001 40000 30000.5 12 0 37 natural 1 Inf 30000.5 0.998149907495375
14 40001 60000 50000.5 9 33.003300330033 45 natural 1 0.2727 50000.5 0.997749887494375
14 60001 80000 70000.5 2 0 59 natural 1 Inf 70000.5 0.9969998499925
14 80001 1e+05 90000.5 7 5.76368876080692 45 natural 1 1.2145 90000.5 0.99599979999
14 100001 120000 110000.5 7 15.5763239875389 28 natural 1 0.4494 110000.5 0.9985999299965
14 120001 140000 130000.5 10 0 13 natural 1 Inf 130000.5 0.999349967498375
14 140001 160000 150000.5 3 3.02480338777979 71 natural 1 0.9918 150000.5 0.996449822491125
14 160001 180000 170000.5 2 12.0845921450151 52 natural 1 0.1655 170000.5 0.9973998699935
14 180001 2e+05 190000.5 26 26.1096605744125 56 natural 1 0.9958 190000.5 0.997199859993
14 200001 220000 210000.5 3 38.4615384615385 26 natural 1 0.078 210000.5 0.998649932496625
14 220001 240000 230000.5 0 0 46 natural 1 NA 230000.5 0.99769988499425
14 240001 260000 250000.5 3 5.33333333333333 56 natural 1 0.5625 250000.5 0.997199859993
14 260001 280000 270000.5 3 5.05816894284269 56 natural 1 0.5931 270000.5 0.997199859993
14 280001 3e+05 290000.5 15 15.5359917141378 47 natural 1 0.9655 290000.5 0.997649882494125
14 300001 320000 310000.5 5 11.5207373271889 55 natural 1 0.434 310000.5 0.997249862493125
14 320001 340000 330000.5 5 10.2669404517454 44 natural 1 0.487 330000.5 0.997774888744437
14 340001 360000 350000.5 10 22.1116639027087 49 natural 1 0.45225 350000.5 0.997549877493875
14 360001 380000 370000.5 4.3 0 16 natural 1 Inf 370000.5 0.999174958747937
14 380001 4e+05 390000.5 6.6 0 0 natural 1 Inf 360655.5 1
14 400001 420000 410000.5 6.6 0 0 natural 1 Inf 340655.5 1
14 420001 440000 430000.5 6.6 0 0 natural 1 Inf 320655.5 1
14 440001 460000 450000.5 6.6 0 0 natural 1 Inf 300655.5 0.9997999899995
14 460001 480000 470000.5 6.8 0 1 natural 1 Inf 280655.5 0.999949997499875
14 480001 5e+05 490000.5 7 0 0 natural 1 Inf 260655.5 1
14 500001 520000 510000.5 7 0 0 natural 1 Inf 240655.5 1
14 520001 540000 530000.5 8.5 53.2859680284192 17 natural 1 0.159516666666667 220655.5 0.999149957497875
14 540001 560000 550000.5 5.1667 0 23 natural 1 Inf 200655.5 0.998824941247062
14 560001 580000 570000.5 6.3333 0 0 natural 1 Inf 180655.5 1
14 580001 6e+05 590000.5 6.3333 0 0 natural 1 Inf 160655.5 1
14 600001 620000 610000.5 7.1667 0 1 natural 0 Inf 140655.5 0.999949997499875
14 620001 640000 630000.5 8 0 0 natural 0 Inf 120655.5 1
14 640001 660000 650000.5 10 0 2 natural 0 Inf 100655.5 0.99989999499975
14 660001 680000 670000.5 8 0 0 natural 0 Inf 80655.5 1
14 680001 7e+05 690000.5 8 0 0 natural 0 Inf 60655.5 1
14 700001 720000 710000.5 8 1.88572506128606 222 natural 0 4.2424 40655.5 0.988799439971999
14 720001 740000 730000.5 6 2.96164667555161 164 natural 0 2.0259 20655.5 0.991799589979499
14 740001 760000 750000.5 0 35.8521787093216 81 natural 0 0 655.5 0.994024701235062
15 1 20000 10000.5 5.5 0 20 natural 0 Inf 10000.5 0.997024851242562
15 20001 40000 30000.5 11 0 0 natural 0 Inf 30000.5 1
15 40001 60000 50000.5 11 0 0 natural 0 Inf 50000.5 1
15 60001 80000 70000.5 11 0 0 natural 0 Inf 70000.5 1
15 80001 1e+05 90000.5 8.9167 0 1 natural 0 Inf 90000.5 0.999949997499875
15 100001 120000 110000.5 6.8333 0 0 natural 0 Inf 110000.5 1
15 120001 140000 130000.5 6.8333 0 0 natural 0 Inf 130000.5 1
15 140001 160000 150000.5 6.8333 0 0 natural 0 Inf 150000.5 1
15 160001 180000 170000.5 6.8333 0 0 natural 0 Inf 170000.5 1
15 180001 2e+05 190000.5 6.8333 0 0 natural 0 Inf 190000.5 1
15 200001 220000 210000.5 15.6667 6.89179875947622 32 natural 0 2.27323817 210000.5 0.998399919996
15 220001 240000 230000.5 6.5 0 0 natural 0 Inf 230000.5 1
15 240001 260000 250000.5 10.25 15.0489089541008 57 natural 0 0.6811125 250000.5 0.997149857492875
15 260001 280000 270000.5 3 25.0375563345018 56 natural 0 0.11982 270000.5 0.997199859993
15 280001 3e+05 290000.5 1 0 58 natural 0 Inf 290000.5 0.99709985499275
15 300001 320000 310000.5 1 0 72 natural 0 Inf 310000.5 0.996349817490875
15 320001 340000 330000.5 3 0 56 natural 0 Inf 330000.5 0.997149857492875
15 340001 360000 350000.5 9 3.03122158229767 76 natural 0 2.9691 350000.5 0.9961998099905
15 360001 380000 370000.5 2 125 24 natural 1 0.016 370000.5 0.998799939997
15 380001 4e+05 390000.5 19 14.7058823529412 68 natural 1 1.292 373748.5 0.996524826241312
15 400001 420000 410000.5 13 6.10314311870613 75 natural 1 2.13005 353748.5 0.996249812490624
15 420001 440000 430000.5 5 0 30 natural 1 Inf 333748.5 0.99789989499475
15 440001 460000 450000.5 4 0 48 natural 0 Inf 313748.5 0.997549877493875
15 460001 480000 470000.5 4 4.42869796279894 51 natural 0 0.9032 293748.5 0.997449872493625
15 480001 5e+05 490000.5 0 0 35 natural 0 NA 273748.5 0.998249912495625
15 500001 520000 510000.5 3 131.578947368421 16 natural 0 0.0228 253748.5 0.999199959998
15 520001 540000 530000.5 8 9.24214417744917 69 natural 0 0.8656 233748.5 0.996399819991
15 540001 560000 550000.5 5 15.4639175257732 51 natural 0 0.323333333333333 213748.5 0.997449872493625
15 560001 580000 570000.5 6.1667 10.1522842639594 48 natural 0 0.60741995 193748.5 0.997599879994
15 580001 6e+05 590000.5 6.3333 0 0 natural 0 Inf 173748.5 1
15 600001 620000 610000.5 6.3333 0 0 natural 0 Inf 153748.5 1
15 620001 640000 630000.5 5.6667 0 1 natural 0 Inf 133748.5 0.999949997499875
15 640001 660000 650000.5 5 0 0 natural 0 Inf 113748.5 0.998799939997
15 660001 680000 670000.5 12.5 0 57 natural 0 Inf 93748.5 0.997149857492875
15 680001 7e+05 690000.5 14 4.89955903968643 53 natural 0 2.8574 73748.5 0.997349867493375
15 700001 720000 710000.5 12 10.8342361863489 21 natural 0 1.1076 53748.5 0.998949947497375
15 720001 740000 730000.5 0 0 1 natural 0 NA 33748.5 0.999824991249562
15 740001 760000 750000.5 0 0 0 natural 0 NA 13748.5 0.997749887494375
15 760001 780000 770000.5 0 0 0 natural 0 NA 0 0.999774988749437
16 1 20000 10000.5 1 0 81 natural 0 Inf 10000.5 0.992024601230062
16 20001 40000 30000.5 45 0 67 natural 0 Inf 30000.5 0.991999599979999
16 40001 60000 50000.5 10 0 40 natural 0 Inf 50000.5 0.997674883744187
16 60001 80000 70000.5 2 0 75 natural 0 Inf 70000.5 0.996249812490624
16 80001 1e+05 90000.5 17 20.1511335012594 55 natural 0 0.843625 90000.5 0.997199859993
16 100001 120000 110000.5 4 0 67 natural 0 Inf 110000.5 0.996574828741437
16 120001 140000 130000.5 8 30.0120048019208 55 natural 0 0.26656 130000.5 0.997199859993
16 140001 160000 150000.5 10 15.2497140678612 56 natural 0 0.65575 150000.5 0.997199859993
16 160001 180000 170000.5 7 9.81836033382425 59 natural 0 0.71295 170000.5 0.997049852492625
16 180001 2e+05 190000.5 1 0 42 natural 0 Inf 190000.5 0.99789989499475
16 200001 220000 210000.5 3 0 42 natural 0 Inf 210000.5 0.99789989499475
16 220001 240000 230000.5 6 5.34473543559594 49 natural 0 1.1226 230000.5 0.997549877493875
16 240001 260000 250000.5 9 0 22 natural 0 Inf 250000.5 0.99889994499725
16 260001 280000 270000.5 5 0 26 natural 0 Inf 270000.5 0.99869993499675
16 280001 3e+05 290000.5 2 5.4525627044711 44 natural 0 0.3668 290000.5 0.997774888744437
16 300001 320000 310000.5 6 3.3178500331785 67 natural 0 1.8084 310000.5 0.996649832491625
16 320001 340000 330000.5 3 0 56 natural 0 Inf 330000.5 0.997199859993
16 340001 360000 350000.5 6.25 0 12 natural 0 Inf 350000.5 0.9993999699985
16 360001 380000 370000.5 4.5 0 0 natural 0 Inf 370000.5 1
16 380001 4e+05 390000.5 14.25 24.9687890137328 19 natural 0 0.5707125 390000.5 0.9989999499975
16 400001 420000 410000.5 0 0 25 natural 0 NA 410000.5 0.998749937496875
16 420001 440000 430000.5 1 7.20980533525595 74 natural 0 0.1387 430000.5 0.9961998099905
16 440001 460000 450000.5 20 0 15 natural 0 Inf 450000.5 0.999199959998
16 460001 480000 470000.5 5 0 57 natural 0 Inf 448463.5 0.997149857492875
16 480001 5e+05 490000.5 7 0 33 natural 0 Inf 428463.5 0.998349917495875
16 500001 520000 510000.5 6 11.2485939257593 37 natural 0 0.5334 408463.5 0.998149907495375
16 520001 540000 530000.5 7 5.40832882639264 46 natural 0 1.2943 388463.5 0.997649882494125
16 540001 560000 550000.5 0 5.68828213879408 54 natural 0 0 368463.5 0.99729986499325
16 560001 580000 570000.5 1 8.56164383561644 34 natural 0 0.1168 348463.5 0.99829991499575
16 580001 6e+05 590000.5 3 0 40 natural 0 Inf 328463.5 0.997999899995
16 600001 620000 610000.5 7 74.0740740740741 17 natural 0 0.0945 308463.5 0.999149957497875
16 620001 640000 630000.5 7 4.79616306954436 50 natural 0 1.4595 288463.5 0.99749987499375
16 640001 660000 650000.5 7 5.88928150765607 48 natural 0 1.1886 268463.5 0.997599879994
16 660001 680000 670000.5 5 0 1 natural 0 Inf 248463.5 0.999949997499875
16 680001 7e+05 690000.5 22 0 1 natural 0 Inf 228463.5 0.999949997499875
16 700001 720000 710000.5 1 0 16 natural 0 Inf 208463.5 0.999199959998
16 720001 740000 730000.5 5 21.6919739696312 44 natural 0 0.2305 188463.5 0.9977998899945
16 740001 760000 750000.5 7 0 53 natural 0 Inf 168463.5 0.997349867493375
16 760001 780000 770000.5 7 6.40614990390775 67 natural 0 1.0927 148463.5 0.996649832491625
16 780001 8e+05 790000.5 9 0 59 natural 0 Inf 128463.5 0.997024851242562
16 800001 820000 810000.5 0 12.586532410321 44 natural 0 0 108463.5 0.9977998899945
16 820001 840000 830000.5 7 8.60030101053537 104 natural 0 0.813925 88463.5 0.994774738736937
16 840001 860000 850000.5 17 0 1 natural 0 Inf 68463.5 0.999949997499875
16 860001 880000 870000.5 0 0 1 natural 0 NA 48463.5 0.999949997499875
16 880001 9e+05 890000.5 0 0 0 natural 0 NA 28463.5 1
16 900001 920000 910000.5 0 0 0 natural 0 NA 8463.5 0.99849992499625
1 1 20000 10000.5 3 13.2231404958678 71 fermentation 0 0.226875 10000.5 0.994574728736437
1 20001 40000 30000.5 11.25 113.636363636364 18 fermentation 0 0.099 30000.5 0.99909995499775
1 40001 60000 50000.5 16.5 0 0 fermentation 0 Inf 50000.5 1
1 60001 80000 70000.5 8.25 0 6 fermentation 0 Inf 70000.5 0.99969998499925
1 80001 1e+05 90000.5 3 4.38212094653812 56 fermentation 0 0.6846 90000.5 0.997199859993
1 100001 120000 110000.5 7 21.849963583394 68 fermentation 0 0.320366666666667 79980.5 0.996149807490375
1 120001 140000 130000.5 0 0 2 fermentation 0 NA 59980.5 0.99989999499975
1 140001 160000 150000.5 23 7.66871165644172 37 fermentation 0 2.9992 39980.5 0.998049902495125
1 160001 180000 170000.5 20 7.2974945268791 88 fermentation 0 2.74066666666667 19980.5 0.995499774988749
1 180001 2e+05 190000.5 0 0 27 fermentation 0 NA 0 0.998624931246562
2 1 20000 10000.5 1 0 1 fermentation 0 Inf 10000.5 0.995449772488624
2 20001 40000 30000.5 3 6.15006150061501 68 fermentation 0 0.4878 30000.5 0.9965998299915
2 40001 60000 50000.5 9.5 9.24214417744917 23 fermentation 0 1.0279 50000.5 0.998849942497125
2 60001 80000 70000.5 7 0 0 fermentation 0 Inf 70000.5 1
2 80001 1e+05 90000.5 4.5 22.9621125143513 32 fermentation 0 0.195975 90000.5 0.998399919996
2 100001 120000 110000.5 2 19.0839694656489 23 fermentation 0 0.1048 110000.5 0.998849942497125
2 120001 140000 130000.5 3 12.998266897747 60 fermentation 0 0.2308 130000.5 0.9969998499925
2 140001 160000 150000.5 4 10.5764145954521 55 fermentation 0 0.3782 150000.5 0.997249862493125
2 160001 180000 170000.5 7 8.07537012113055 92 fermentation 0 0.866833333333333 170000.5 0.995399769988499
2 180001 2e+05 190000.5 8 0 16 fermentation 0 Inf 190000.5 0.998174908745437
2 200001 220000 210000.5 2 0 0 fermentation 0 Inf 210000.5 1
2 220001 240000 230000.5 2 0 1 fermentation 0 Inf 230000.5 0.999949997499875
2 240001 260000 250000.5 1 0 15 fermentation 0 Inf 250000.5 0.999249962498125
2 260001 280000 270000.5 7 0 3 fermentation 0 Inf 270000.5 0.999849992499625
2 280001 3e+05 290000.5 5 0 37 fermentation 0 Inf 290000.5 0.998149907495375
2 300001 320000 310000.5 5.5 0 43 fermentation 0 Inf 310000.5 0.997849892494625
2 320001 340000 330000.5 5 0 0 fermentation 0 Inf 330000.5 1
2 340001 360000 350000.5 5 0 0 fermentation 0 Inf 350000.5 1
2 360001 380000 370000.5 5.5 0 3 fermentation 0 Inf 370000.5 0.999849992499625
2 380001 4e+05 390000.5 3 9.37207122774133 22 fermentation 0 0.3201 390000.5 0.99889994499725
2 400001 420000 410000.5 5 6.26959247648903 44 fermentation 0 0.7975 410000.5 0.9977998899945
2 420001 440000 430000.5 5 2.36910684671879 100 fermentation 0 2.1105 430000.5 0.994899744987249
2 440001 460000 450000.5 3 10.6951871657754 41 fermentation 0 0.2805 450000.5 0.997949897494875
2 460001 480000 470000.5 0 0 40 fermentation 0 NA 470000.5 0.997999899995
2 480001 5e+05 490000.5 4.5 0 24 fermentation 0 Inf 490000.5 0.998799939997
2 500001 520000 510000.5 5 0 0 fermentation 0 Inf 510000.5 1
2 520001 540000 530000.5 2.5 0 3 fermentation 0 Inf 530000.5 0.999849992499625
2 540001 560000 550000.5 8 0 1 fermentation 0 Inf 550000.5 0.9997999899995
2 560001 580000 570000.5 7 18.6915887850467 28 fermentation 0 0.3745 570000.5 0.9985999299965
2 580001 6e+05 590000.5 3 19.15097350782 63 fermentation 0 0.15665 590000.5 0.996849842492125
2 600001 620000 610000.5 0 5.75043128234618 48 fermentation 0 0 610000.5 0.997599879994
2 620001 640000 630000.5 5 4.82858522452921 54 fermentation 0 1.0355 630000.5 0.99729986499325
2 640001 660000 650000.5 4.5 0 34 fermentation 0 Inf 639934.5 0.99829991499575
2 660001 680000 670000.5 3 0 0 fermentation 0 Inf 619934.5 1
2 680001 7e+05 690000.5 2.5 0 67 fermentation 0 Inf 599934.5 0.996649832491625
2 700001 720000 710000.5 6 7.47011952191235 215 fermentation 0 0.8032 579934.5 0.989249462473124
2 720001 740000 730000.5 2.375 9.09090909090909 89 fermentation 0 0.26125 559934.5 0.995549777488874
2 740001 760000 750000.5 4.75 0 0 fermentation 0 Inf 539934.5 1
2 760001 780000 770000.5 4.75 0 0 fermentation 0 Inf 519934.5 1
2 780001 8e+05 790000.5 4.75 0 0 fermentation 0 Inf 499934.5 1
2 800001 820000 810000.5 6.375 0 1 fermentation 0 Inf 479934.5 0.999949997499875
2 820001 840000 830000.5 3 0 2 fermentation 0 Inf 459934.5 0.99989999499975
2 840001 860000 850000.5 8 0 91 fermentation 0 Inf 439934.5 0.995449772488624
2 860001 880000 870000.5 1 2.83165793572136 168 fermentation 0 0.35315 419934.5 0.991599579978999
2 880001 9e+05 890000.5 2 0 1 fermentation 0 Inf 399934.5 0.999949997499875
2 900001 920000 910000.5 4 0 0 fermentation 0 Inf 379934.5 0.999324966248312
