tetrad	chr	pos(bp)	tract_type	tract_len	tract_min_len	tract_max_len	marker	YJM_SNP	chromatids	of_tract	snp_start_out	snp_start_in	snp_end_in	snp_end_out
15	10	672042.5	0	322.0	0	644	1	1	1	1	671579	672184	672184	672223
15	10	755064.25	0	289.5	122	457	2	1	1	1	754789	755050	755172	755246
15	10	756937.5	0	37.0	0	74	1	1	1	1	756909	756929	756929	756983
15	10	760442.75	0	341.5	0	683	1	1	1	1	760108	760436	760436	760791
15	10	766195.5	0	15.0	0	30	1	1	1	1	766187	766189	766189	766217
15	10	772398.25	0	121.5	3	240	2	1	1	1	772243	772432	772435	772483
15	10	773393.25	0	172.5	0	345	1	1	1	1	773287	773327	773327	773632
15	10	773867.5	0	165.0	0	330	1	1	1	1	773719	773851	773851	774049
15	10	774560.75	0	54.5	18	91	2	1	1	1	774526	774541	774559	774617
15	10	774840.5	0	94.0	23	165	3	1	1	1	774751	774836	774859	774916
15	10	822053.5	0	3440.0	2902	3978	14	3	4	1	819935	820732	823634	823913
15	10	835073.75	0	190.5	0	381	1	1	1	1	834806	835151	835151	835187
15	10	837358.0	0	129.0	0	258	1	1	1	1	837187	837400	837400	837445
15	10	849799.0	0	796.0	0	1592	1	1	1	1	848810	849992	849992	850402
15	10	850900.25	0	136.5	0	273	1	1	1	1	850775	850889	850889	851048
15	10	858269.25	0	577.5	0	1155	1	1	1	1	857479	858482	858482	858634
15	10	862965.0	0	115.0	50	180	3	1	1	1	862883	862932	862982	863063
15	10	864166.0	0	54.0	0	108	1	1	1	1	864126	864152	864152	864234
15	10	906914.5	0	703.0	0	1406	1	1	1	1	906536	906590	906590	907942
15	10	921874.5	0	1141.0	0	2282	1	1	1	1	921190	921418	921418	923472
15	10	678299.25	1	2644.5	1575	3714	8	1	0	1	676188	677766	679341	679902
15	10	666249.5	5	2832.0	26	3833	8	none	"[1, 2]"	1	664035	665632	665658	667868
15	10	678299.25	10	2644.5	1575	3714	8	1	0	1	676188	677766	679341	679902
15	11	188406.5	0	428.0	0	856	1	1	1	1	188104	188281	188281	188960
15	11	199914.0	0	171.0	0	342	1	1	1	1	199720	199937	199937	200062
15	11	207490.5	0	170.0	0	340	1	1	1	1	207249	207562	207562	207589
15	11	316704.5	0	2808.0	0	5616	1	1	4	1	312725	317876	317876	318341
15	11	571990.5	0	3556.0	0	7112	1	3	1	1	566948	573477	573477	574060
15	11	584538.75	0	174.5	0	349	1	3	1	1	584314	584589	584589	584663
15	11	590401.0	0	262.0	0	524	1	3	1	1	590218	590322	590322	590742
15	11	601754.75	0	76.5	0	153	1	3	1	1	601706	601727	601727	601859
15	11	606938.75	0	312.5	0	625	1	3	1	1	606753	606812	606812	607378
15	11	618094.0	0	913.0	0	1826	1	3	1	1	616932	618343	618343	618758
15	11	438361.25	1	58963.5	0	117927	1	3	0	1	381880	435879	435879	499807
15	11	438361.25	10	58963.5	0	117927	1	3	0	1	381880	435879	435879	499807
15	12	323371.75	1	266.5	0	533	1	3	0	1	323132	323345	323345	323665
15	12	323371.75	10	266.5	0	533	1	3	0	1	323132	323345	323345	323665
15	13	11790.75	0	4.5	0	9	1	3	1	1	11787	11790	11790	11796
15	13	12226.5	0	33.0	0	66	1	3	1	1	12186	12234	12234	12252
15	13	13771.5	0	903.0	0	1806	1	3	1	1	12528	14112	14112	14334
15	13	25625.75	0	90.5	78	103	8	3	1	1	25580	25581	25659	25683
15	13	26531.0	0	234.0	0	468	1	3	1	1	26409	26419	26419	26877
15	13	28173.25	0	5.5	0	11	1	3	1	1	28168	28173	28173	28179
15	13	28846.75	0	67.5	36	99	4	3	1	1	28795	28831	28867	28894
15	13	35389.0	0	18.0	0	36	1	3	1	1	35378	35382	35382	35414
15	13	38148.5	0	14.0	0	28	1	3	1	1	38137	38146	38146	38165
15	13	40802.0	0	152.0	131	173	12	3	1	1	40714	40738	40869	40887
15	13	41087.0	0	68.0	38	98	10	3	1	1	41026	41080	41118	41124
15	13	42098.25	0	146.5	100	193	13	3	1	1	42003	42047	42147	42196
15	13	43324.75	0	45.5	34	57	5	3	1	1	43292	43312	43346	43349
15	13	45351.0	0	19.0	3	35	2	3	1	1	45332	45351	45354	45367
15	13	46833.25	0	28.5	18	39	2	3	1	1	46810	46828	46846	46849
15	13	48162.0	0	45.0	17	73	2	3	1	1	48118	48161	48178	48191
15	13	48406.25	0	32.5	18	47	4	3	1	1	48377	48403	48421	48424
15	13	49829.0	0	115.0	87	143	9	3	1	1	49757	49786	49873	49900
15	13	53959.75	0	229.5	114	345	17	3	1	1	53764	53926	54040	54109
15	13	55430.0	0	47.0	26	68	4	3	1	1	55389	55424	55450	55457
15	13	58444.75	0	9.5	3	16	2	3	1	1	58437	58443	58446	58453
15	13	59200.25	0	61.5	45	78	4	3	1	1	59162	59177	59222	59240
15	13	60675.5	0	45.0	0	90	1	3	1	1	60638	60668	60668	60728
15	13	62603.0	0	88.0	74	102	6	3	1	1	62551	62567	62641	62653
15	13	68868.75	0	61.5	45	78	4	3	1	1	68829	68847	68892	68907
15	13	70898.0	0	19.0	0	38	1	1	4	1	70888	70889	70889	70926
15	13	71235.0	0	103.0	74	132	11	3	1	1	71181	71186	71260	71313
15	13	71426.25	0	70.5	36	105	2	3	1	1	71376	71406	71442	71481
15	13	74061.75	0	77.5	54	101	7	3	1	1	74019	74027	74081	74120
15	13	74324.75	0	36.5	18	55	2	3	1	1	74292	74321	74339	74347
15	13	75180.5	0	82.0	5	159	3	3	1	1	75065	75214	75219	75224
15	13	75233.25	0	4.5	0	9	1	3	1	1	75230	75232	75232	75239
15	13	76036.5	0	28.0	8	48	2	3	1	1	76016	76029	76037	76064
15	13	76473.75	0	86.5	55	118	7	3	1	1	76423	76438	76493	76541
15	13	80612.0	0	24.0	0	48	1	3	1	1	80579	80621	80621	80627
15	13	82019.5	0	49.0	25	73	5	3	1	1	81973	82017	82042	82046
15	13	83779.0	0	108.0	75	141	8	3	1	1	83716	83734	83809	83857
15	13	86225.0	0	18.0	0	36	1	3	1	1	86201	86231	86231	86237
15	13	86533.25	0	58.5	21	96	3	3	1	1	86489	86519	86540	86585
15	13	87169.5	0	15.0	0	30	1	3	1	1	87153	87171	87171	87183
15	13	88597.75	0	116.5	95	138	10	3	1	1	88535	88544	88639	88673
15	13	89462.0	0	6.0	0	12	1	3	1	1	89456	89462	89462	89468
15	13	89569.75	0	73.5	49	98	7	3	1	1	89523	89543	89592	89621
15	13	89938.75	0	50.5	9	92	3	3	1	1	89882	89945	89954	89974
15	13	90103.5	0	10.0	0	20	1	3	1	1	90090	90107	90107	90110
15	13	90700.0	0	27.0	6	48	2	3	1	1	90676	90697	90703	90724
15	13	91164.0	0	154.0	131	177	9	3	1	1	91081	91093	91224	91258
15	13	98625.25	0	51.5	32	71	2	3	1	1	98597	98602	98634	98668
15	13	221311.75	0	323.5	0	647	1	1	1	1	221064	221236	221236	221711
15	13	235435.0	0	438.0	0	876	1	1	1	1	235174	235258	235258	236050
15	13	259945.0	0	656.0	0	1312	1	1	1	1	259105	260129	260129	260417
15	13	270886.5	0	1295.0	0	2590	1	1	1	1	269243	271235	271235	271833
15	13	416518.75	0	194.5	0	389	1	1	1	1	416250	416593	416593	416639
15	13	494409.25	0	495.5	46	945	2	1	1	1	493781	494542	494588	494726
15	13	516362.25	0	2148.5	0	4297	1	1	1	1	513963	516613	516613	518260
15	13	529232.5	0	50.0	0	100	1	1	1	1	529190	529225	529225	529290
15	13	529672.5	0	521.0	0	1042	1	1	1	1	529290	529534	529534	530332
15	13	886076.75	0	101.5	0	203	1	3	1	1	885956	886096	886096	886159
15	13	900130.5	0	97.0	0	194	1	3	1	1	900081	900083	900083	900275
15	13	903517.25	0	1634.5	0	3269	1	3	1	1	901132	904268	904268	904401
15	13	90327.25	2	161.5	0	0	1	0	0	1	90242	90251	90251	90565
15	13	915415.75	3	18026.5	0	0	1	3	0	1	905744	907061	924429	924429
15	14	31712.0	0	2135.0	969	3301	5	1	1	1	30020	31269	32238	33321
15	14	35872.25	0	343.5	0	687	1	1	1	1	35417	35984	35984	36104
15	14	46921.5	0	821.0	0	1642	1	1	1	1	46382	46640	46640	48024
15	14	58526.25	0	645.5	0	1291	1	1	1	1	57603	58804	58804	58894
15	14	61759.5	0	760.0	0	1520	1	1	1	1	61144	61615	61615	62664
15	14	78829.25	0	791.5	0	1583	1	1	1	1	78353	78514	78514	79936
15	14	122662.5	6	223.0	0	446	1	1	1	1	122405	122697	122697	122851
15	14	154708.0	0	192.0	0	384	1	1	1	1	154569	154655	154655	154953
15	14	182046.5	0	29.0	0	58	1	1	1	1	182012	182052	182052	182070
15	14	185010.75	0	43.5	27	60	3	1	1	1	184974	185004	185031	185034
15	14	185211.0	0	27.0	0	54	1	1	1	1	185193	185202	185202	185247
15	14	187337.5	0	52.0	31	73	4	1	1	1	187295	187328	187359	187368
15	14	188165.75	0	34.5	13	56	4	1	1	1	188129	188168	188181	188185
15	14	189674.5	0	35.0	16	54	3	1	1	1	189648	189666	189682	189702
15	14	191226.25	0	34.5	0	69	1	1	1	1	191200	191218	191218	191269
15	14	191563.0	0	45.0	0	90	1	1	1	1	191533	191548	191548	191623
15	14	191758.75	0	58.5	45	72	6	1	1	1	191722	191737	191782	191794
15	14	193677.5	0	45.0	33	57	4	1	1	1	193652	193658	193691	193709
15	14	194913.75	0	23.5	3	44	2	1	1	1	194892	194912	194915	194936
15	14	195460.5	0	16.0	0	32	1	1	1	1	195441	195464	195464	195473
15	14	195542.75	0	16.5	0	33	1	1	1	1	195524	195545	195545	195557
15	14	197376.0	0	197.0	169	225	14	1	1	1	197267	197288	197457	197492
15	14	197892.25	0	15.5	0	31	1	1	1	1	197876	197893	197893	197907
15	14	199063.75	0	203.5	128	279	14	1	1	1	198931	198993	199121	199210
15	14	205979.75	0	18.5	0	37	1	1	1	1	205962	205979	205979	205999
15	14	206643.25	0	101.5	94	109	13	1	1	1	206587	206598	206692	206696
15	14	208684.0	0	96.0	53	139	6	1	1	1	208618	208654	208707	208757
15	14	210059.75	0	113.5	36	191	3	1	1	1	209939	210067	210103	210130
15	14	237132.75	0	13.5	0	27	1	1	1	1	237114	237138	237138	237141
15	14	249852.0	0	575.0	0	1150	1	1	4	1	249127	250002	250002	250277
15	14	251503.0	0	3.0	0	6	1	1	1	1	251500	251503	251503	251506
15	14	255916.75	0	4.5	0	9	1	1	1	1	255913	255916	255916	255922
15	14	272002.5	0	17.0	1	33	2	1	1	1	271980	272008	272009	272013
15	14	272242.25	0	2.5	0	5	1	1	1	1	272239	272243	272243	272244
15	14	277791.25	0	164.5	0	329	1	1	1	1	277664	277754	277754	277993
15	14	280293.5	0	24.0	0	48	1	1	1	1	280280	280283	280283	280328
15	14	295559.75	0	4.5	0	9	1	1	1	1	295556	295559	295559	295565
15	14	297841.25	0	2.5	0	5	1	1	4	1	297839	297841	297841	297844
15	14	304564.5	0	15.0	0	30	1	1	1	1	304545	304569	304569	304575
15	14	315120.75	0	3.5	0	7	1	1	1	1	315118	315120	315120	315125
15	14	322934.0	0	70.0	0	140	1	1	0	1	322886	322912	322912	323026
15	14	328439.0	0	56.0	0	112	1	1	1	1	328356	328466	328466	328468
15	14	329122.75	0	16.5	0	33	1	1	1	1	329113	329116	329116	329146
15	14	329158.0	0	9.0	0	18	1	1	1	1	329146	329161	329161	329164
15	14	335848.5	0	17.0	0	34	1	1	1	1	335839	335841	335841	335873
15	14	337486.25	0	22.5	0	45	1	1	1	1	337473	337477	337477	337518
15	14	344518.5	0	5.0	0	10	1	1	1	1	344515	344517	344517	344525
15	14	363166.75	0	25.5	0	51	1	1	1	1	363151	363157	363157	363202
15	14	370526.0	0	392.0	0	784	1	1	1	1	370012	370648	370648	370796
15	14	375355.75	0	10.5	0	21	1	1	1	1	375349	375352	375352	375370
15	14	377201.25	0	7.5	6	9	2	1	1	1	377197	377198	377204	377206
15	14	377612.0	0	16.0	0	32	1	1	1	1	377591	377617	377617	377623
15	14	381765.25	0	9.5	0	19	1	1	1	1	381757	381764	381764	381776
15	14	382704.25	0	19.5	0	39	1	1	1	1	382684	382705	382705	382723
15	14	382933.75	0	16.5	0	33	1	1	1	1	382918	382933	382933	382951
15	14	384824.5	0	6.0	0	12	1	1	1	1	384821	384822	384822	384833
15	14	401229.5	0	7.0	0	14	1	1	1	1	401222	401230	401230	401236
15	14	408195.0	0	42.0	0	84	1	1	1	1	408154	408194	408194	408238
15	14	412978.5	0	30.0	0	60	1	1	1	1	412941	412986	412986	413001
15	14	421247.25	0	10.5	0	21	1	1	1	1	421239	421245	421245	421260
15	14	421410.0	0	6.0	0	12	1	1	1	1	421406	421408	421408	421418
15	14	423201.25	0	2.5	0	5	1	1	1	1	423199	423201	423201	423204
15	14	428731.5	0	17.0	0	34	1	1	1	1	428708	428738	428738	428742
15	14	431558.5	0	183.0	0	366	1	1	1	1	431288	431646	431646	431654
15	14	453221.5	0	24.0	0	48	1	1	1	1	453199	453220	453220	453247
15	14	453668.75	0	7.5	0	15	1	1	1	1	453660	453670	453670	453675
15	14	464687.25	0	131.5	0	263	1	1	1	1	464604	464639	464639	464867
15	14	468615.75	0	42.5	0	85	1	1	1	1	468558	468631	468631	468643
15	14	471998.0	0	13.0	9	17	2	1	1	1	471991	471992	472001	472008
15	14	472011.5	0	4.0	0	8	1	1	1	1	472008	472011	472011	472016
15	14	472026.5	0	17.0	0	34	1	1	1	1	472016	472020	472020	472050
15	14	479555.5	0	8.0	0	16	1	1	1	1	479547	479556	479556	479563
15	14	480359.0	0	13.0	3	23	2	3	2	1	480346	480359	480362	480369
15	14	498356.25	0	122.5	0	245	1	1	4	1	498257	498333	498333	498502
15	14	499862.25	0	49.5	0	99	1	1	1	1	499799	499876	499876	499898
15	14	500343.5	0	4.0	0	8	1	1	4	1	500340	500343	500343	500348
15	14	500370.0	0	16.0	0	32	1	1	1	1	500348	500376	500376	500380
15	14	514062.0	0	62.0	0	124	1	1	1	1	514030	514032	514032	514154
15	14	518286.25	0	287.5	0	575	1	1	1	1	517945	518340	518340	518520
15	14	520477.0	0	216.0	0	432	1	1	1	1	520177	520561	520561	520609
15	14	526798.25	0	7.5	0	15	1	1	1	1	526791	526798	526798	526806
15	14	546424.0	0	15.0	0	30	1	1	1	1	546415	546418	546418	546445
15	14	552813.0	0	184.0	0	368	1	1	1	1	552581	552861	552861	552949
15	14	581125.25	0	578.5	15	1142	2	1	1	1	580711	580961	580976	581853
15	14	581936.25	0	3.5	0	7	1	1	1	1	581932	581937	581937	581939
15	14	584150.0	0	161.0	0	322	1	1	4	1	584014	584125	584125	584336
15	14	669677.75	0	233.5	0	467	1	1	1	1	669498	669624	669624	669965
15	14	672937.25	0	492.5	0	985	1	1	1	1	672581	672801	672801	673566
15	14	687191.5	0	100.0	0	200	1	1	1	1	687056	687227	687227	687256
15	14	688855.0	0	83.0	0	166	1	1	1	1	688789	688838	688838	688955
15	14	708896.25	0	369.5	0	739	1	1	1	1	708469	708954	708954	709208
15	14	732898.75	0	113.5	93	134	3	1	1	1	732825	732859	732952	732959
15	14	289120.75	2	208.5	0	0	1	0	0	1	288957	289076	289076	289374
15	14	305437.75	2	203.5	0	0	1	0	0	1	305248	305424	305424	305655
15	14	315288.75	2	88.5	0	0	1	0	0	1	315186	315303	315303	315363
15	14	322874.25	2	49.5	0	0	1	0	0	1	322813	322886	322886	322912
15	14	377509.25	2	103.5	0	0	1	0	0	1	377367	377548	377548	377574
15	14	389664.75	2	25.5	0	0	1	0	0	1	389633	389671	389671	389684
15	14	421457.25	2	49.5	0	0	1	0	0	1	421418	421447	421447	421517
15	14	468394.0	2	81.0	0	0	1	0	0	1	468308	468399	468399	468470
15	14	525345.25	2	64.5	0	0	1	0	0	1	525273	525353	525353	525402
15	14	585724.75	2	198.5	0	0	1	0	0	1	585479	585772	585772	585876
15	14	625203.75	2	822.5	0	0	1	4	0	1	624530	625055	625055	626175
15	14	121216.75	1	568.5	0	1137	1	3	0	1	120523	121342	121342	121660
15	14	121216.75	8	568.5	0	1137	1	3	0	1	120523	121342	121342	121660
15	15	305068.75	0	1255.5	365	2146	4	1	4	1	303736	305146	305511	305882
15	15	370047.5	0	30.0	0	60	1	1	1	1	370007	370058	370058	370067
15	15	370366.25	0	37.5	0	75	1	1	1	1	370319	370376	370376	370394
15	15	372777.75	0	16.5	0	33	1	1	1	1	372765	372774	372774	372798
15	15	377903.25	0	20.5	0	41	1	1	1	1	377889	377897	377897	377930
15	15	380501.0	0	133.0	0	266	1	1	1	1	380359	380510	380510	380625
15	15	381207.0	0	105.0	87	123	11	1	1	1	381144	381165	381252	381267
15	15	382764.5	0	366.0	0	732	1	3	3	1	382459	382704	382704	383191
15	15	383887.0	0	30.0	0	60	1	1	1	1	383852	383892	383892	383912
15	15	385368.5	0	90.0	5	175	2	1	1	1	385316	385331	385336	385491
15	15	388632.75	0	81.5	0	163	1	1	1	1	388553	388631	388631	388716
15	15	388995.0	0	40.0	17	63	3	1	1	1	388967	388983	389000	389030
15	15	389454.0	0	12.0	0	24	1	1	1	1	389439	389457	389457	389463
15	15	389518.25	0	59.5	37	82	3	1	1	1	389472	389505	389542	389554
15	15	393804.25	0	85.5	77	94	6	1	1	1	393760	393763	393840	393854
15	15	396760.0	0	15.0	6	24	2	1	1	1	396745	396760	396766	396769
15	15	400905.75	0	7.5	0	15	1	1	1	1	400898	400906	400906	400913
15	15	402563.0	0	81.0	46	116	5	1	1	1	402515	402530	402576	402631
15	15	403140.25	0	40.5	0	81	1	1	1	1	403090	403150	403150	403171
15	15	403837.5	0	87.0	0	174	1	1	1	1	403746	403842	403842	403920
15	15	404199.25	0	104.5	83	126	10	1	1	1	404136	404158	404241	404262
15	15	404398.5	0	21.0	0	42	1	1	1	1	404373	404403	404403	404415
15	15	405077.5	0	116.0	81	151	11	1	1	1	404995	405044	405125	405146
15	15	408713.5	0	6.0	0	12	1	1	1	1	408706	408715	408715	408718
15	15	409322.75	0	75.5	64	87	6	1	1	1	409279	409291	409355	409366
15	15	410502.0	0	27.0	0	54	1	1	1	1	410475	410502	410502	410529
15	15	411297.5	0	75.0	39	111	11	1	1	1	411230	411290	411329	411341
15	15	413878.0	0	137.0	122	152	3	1	1	1	413800	413819	413941	413952
15	15	416775.75	0	13.5	0	27	1	1	1	1	416766	416772	416772	416793
15	15	417358.75	0	16.5	0	33	1	1	1	1	417348	417353	417353	417381
15	15	418082.75	0	80.5	48	113	7	1	1	1	418023	418062	418110	418136
15	15	418544.0	0	64.0	21	107	3	1	1	1	418482	418542	418563	418589
15	15	420802.5	0	109.0	57	161	5	1	0	1	420721	420775	420832	420882
15	15	420998.5	0	42.0	9	75	2	1	1	1	420976	420979	420988	421051
15	15	421432.25	0	67.5	8	127	2	1	1	1	421368	421429	421437	421495
15	15	422082.0	0	18.0	0	36	1	1	1	1	422062	422084	422084	422098
15	15	422137.75	0	24.5	0	49	1	1	1	1	422111	422140	422140	422160
15	15	425435.0	0	104.0	90	118	9	1	1	1	425374	425392	425482	425492
15	15	426679.0	0	36.0	0	72	1	1	1	1	426637	426685	426685	426709
15	15	427241.0	0	41.0	3	79	2	1	1	1	427203	427238	427241	427282
15	15	428974.25	0	106.5	25	188	7	1	1	1	428904	428938	428963	429092
15	15	429308.25	0	229.5	218	241	18	1	1	1	429191	429196	429414	429432
15	15	429646.25	0	35.5	0	71	1	1	1	1	429606	429651	429651	429677
15	15	430532.25	0	124.5	87	162	16	1	1	1	430461	430479	430566	430623
15	15	433496.0	0	58.0	16	100	4	1	1	1	433454	433480	433496	433554
15	15	434072.75	0	31.5	0	63	1	1	1	1	434048	434066	434066	434111
15	15	520309.0	0	155.0	0	310	1	1	1	1	520131	520332	520332	520441
15	15	532454.25	0	686.5	0	1373	1	1	1	1	531881	532341	532341	533254
15	15	536772.5	0	777.0	0	1554	1	1	1	1	535648	537120	537120	537202
15	15	540116.25	0	299.5	14	585	2	1	1	1	539721	540212	540226	540306
15	15	556639.0	0	136.0	0	272	1	1	1	1	556466	556676	556676	556738
15	15	558553.5	0	332.0	0	664	1	1	1	1	558148	558627	558627	558812
15	15	559766.25	0	469.5	0	939	1	1	1	1	559161	559902	559902	560100
15	15	563307.5	0	277.0	0	554	1	3	2	1	563118	563220	563220	563672
15	15	573698.0	0	202.0	0	404	1	1	1	1	573420	573774	573774	573824
15	15	582734.25	0	78.5	0	157	1	1	1	1	582648	582742	582742	582805
15	15	636353.0	0	2019.0	0	4038	1	1	1	1	635067	635620	635620	639105
15	15	640518.75	0	1423.5	0	2847	1	1	1	1	639105	640509	640509	641952
15	15	701014.0	0	96.0	0	192	1	1	1	1	700942	700990	700990	701134
15	15	702134.75	0	211.5	0	423	1	1	1	1	701946	702112	702112	702369
15	15	708603.75	0	47.5	0	95	1	1	1	1	708549	708611	708611	708644
15	15	708913.25	0	363.5	0	727	1	1	1	1	708646	708817	708817	709373
15	15	386774.75	2	263.5	0	0	1	4	0	1	386549	386737	386737	387076
15	15	420877.5	2	41.0	0	0	2	0	0	1	420832	420882	420886	420910
15	15	420938.25	2	38.5	0	0	3	0	0	1	420910	420928	420951	420964
15	15	435175.0	2	112.0	0	0	1	0	0	1	435087	435151	435151	435311
15	16	10900.25	0	141.5	0	283	1	1	2	1	10737	10922	10922	11020
15	16	127917.0	0	10866.0	0	21732	1	1	3	1	113880	131088	131088	135612
15	16	313810.75	0	1991.5	1055	2928	11	3	1	1	312024	313606	314661	314952
15	16	359927.75	0	972.5	0	1945	1	3	1	1	359109	359774	359774	361054
15	16	361454.5	0	264.0	0	528	1	3	1	1	361261	361384	361384	361789
15	16	374546.75	0	492.5	0	985	1	3	1	1	374275	374326	374326	375260
15	16	398988.25	0	11584.5	627	22542	7	1	3	1	392900	393492	394119	415442
15	16	557031.75	0	334.5	0	669	1	3	1	1	556564	557165	557165	557233
15	16	648085.0	0	469.0	0	938	1	3	4	1	647508	648193	648193	648446
15	16	677712.0	0	101.0	41	161	4	3	1	1	677616	677707	677748	677777
15	16	679446.75	0	90.5	17	164	2	3	1	1	679348	679455	679472	679512
15	16	706254.5	0	1914.0	0	3828	1	3	1	1	703467	707128	707128	707295
15	16	715333.25	0	658.5	36	1281	2	3	1	1	714869	715139	715175	716150
15	16	740395.75	0	1153.5	0	2307	1	3	1	1	739640	739998	739998	741947
15	16	746066.25	0	241.5	0	483	1	3	1	1	745881	746010	746010	746364
15	16	749219.0	0	972.0	304	1640	3	3	1	1	748341	749125	749429	749981
15	16	757576.0	0	550.0	0	1100	1	3	1	1	756804	757798	757798	757904
15	16	837975.5	0	2637.0	928	4346	4	1	3	1	836396	836918	837846	840742
15	16	854870.75	0	2343.5	54	4633	2	3	4	1	852683	854715	854769	857316
15	16	522684.5	6	8592.0	0	17184	1	3	1	1	510595	526182	526182	527779
16	1	157983.25	1	2160.5	0	4321	1	3	0	1	156677	157129	157129	160998
16	1	157983.25	10	2160.5	0	4321	1	3	0	1	156677	157129	157129	160998
16	2	429325.25	1	752.5	559	946	15	1	0	1	428943	428955	429514	429889
16	2	158801.5	1	4833.0	3646	6020	11	1	0	1	155674	157096	160742	161694
16	2	429325.25	10	752.5	559	946	15	1	0	1	428943	428955	429514	429889
16	2	158801.5	10	4833.0	3646	6020	11	1	0	1	155674	157096	160742	161694
16	3	61064.75	0	326.5	0	653	1	3	1	1	60600	61203	61203	61253
16	3	260466.0	2	93.0	0	0	2	0	0	1	260349	260490	260494	260531
16	4	134781.0	0	125.0	21	229	2	1	2	1	134696	134741	134762	134925
16	4	941053.25	0	16.5	1	32	2	3	1	1	941043	941047	941048	941075
16	4	868675.75	2	53.5	0	0	1	0	0	1	868611	868687	868687	868718
16	4	91.0	3	182.0	0	0	2	1	0	1	148	159	159	205
16	4	219745.0	1	3821.0	2564	5078	11	3	0	1	217546	218123	220687	222624
16	4	219745.0	10	3821.0	2564	5078	11	3	0	1	217546	218123	220687	222624
16	5	39348.0	0	11097.0	157	22037	2	1	3	1	23243	44356	44513	45280
16	5	517422.25	1	429.5	60	799	3	3	0	1	516910	517505	517565	517709
16	5	48847.0	1	1119.0	0	2238	1	1	0	1	47743	48832	48832	49981
16	5	517422.25	10	429.5	60	799	3	3	0	1	516910	517505	517565	517709
16	5	48847.0	10	1119.0	0	2238	1	1	0	1	47743	48832	48832	49981
16	6	26491.5	7	90.0	19	161	5	3	2	1	26422	26471	26490	26583
16	6	64562.5	0	105.0	0	210	1	1	4	1	64509	64511	64511	64719
16	6	51700.25	2	299.5	0	0	2	4	0	1	51515	51586	51611	52089
16	6	199218.25	2	7991.5	0	0	6	4	0	1	193947	196498	197209	209219
16	6	132059.25	1	1221.5	395	2048	8	1	0	1	130819	132078	132473	132867
16	6	132059.25	10	1221.5	395	2048	8	1	0	1	130819	132078	132473	132867
16	7	620068.25	0	1239.5	312	2167	3	1	2	1	619240	619657	619969	621407
16	7	440438.75	2	1218.5	0	0	3	0	0	1	438732	440927	440957	441139
16	7	678157.25	2	638.5	0	0	1	0	0	1	677473	678203	678203	678750
16	7	704617.5	1	928.0	2	1854	2	3	0	1	703446	704861	704863	705300
16	7	704617.5	10	928.0	2	1854	2	3	0	1	703446	704861	704863	705300
16	8	519001.5	2	6.0	0	0	1	4	0	1	518997	519000	519000	519009
16	8	675866.25	2	352.5	0	0	1	0	0	1	675465	675915	675915	676170
16	8	221999.75	1	4376.5	3952	4801	26	3	0	1	219498	220125	224077	224299
16	8	221999.75	10	4376.5	3952	4801	26	3	0	1	219498	220125	224077	224299
16	9	176203.5	0	144.0	21	267	2	1	2	1	176010	176253	176274	176277
16	9	189777.75	0	3.5	0	7	1	3	3	1	189775	189777	189777	189782
16	9	189791.25	0	2.5	0	5	1	3	3	1	189789	189791	189791	189794
16	9	189796.5	0	2.0	1	3	2	3	3	1	189795	189796	189797	189798
16	9	232245.0	0	64.0	0	128	1	3	3	1	232165	232261	232261	232293
16	9	257010.5	0	134.0	0	268	1	3	3	1	256885	257002	257002	257153
16	9	374987.5	0	1847.0	1445	2249	15	3	3	1	374050	374078	375523	376299
16	9	92106.0	1	2515.0	1511	3519	5	3	0	1	90334	91363	92874	93853
16	9	92106.0	10	2515.0	1511	3519	5	3	0	1	90334	91363	92874	93853
16	10	325386.5	0	113.0	68	158	2	3	2	1	325314	325346	325414	325472
16	10	796807.0	1	428.0	0	856	1	3	0	1	796428	796758	796758	797284
16	10	798378.25	6	2714.5	2232	3197	4	1	4	1	796758	797284	799516	799955
16	10	796807.0	8	428.0	0	856	1	3	0	1	796428	796758	796758	797284
16	11	196658.0	0	1195.0	327	2063	3	1	2	1	195831	196290	196617	197894
16	11	512000.0	0	7086.0	2128	12044	7	3	1	1	508003	508911	511039	520047
16	11	593340.75	0	276.5	0	553	1	3	2	1	593110	593295	593295	593663
16	11	39602.0	1	7322.0	432	14212	3	1	0	1	35368	36514	36946	49580
16	11	39602.0	10	7322.0	432	14212	3	1	0	1	35368	36514	36946	49580
16	12	376144.75	0	1407.5	885	1930	11	1	4	1	375003	375879	376764	376933
16	12	729442.5	3	697465.0	0	0	5	3	0	1	380518	380902	1078175	1078175
16	13	802243.75	0	1182.5	0	2365	1	1	2	1	800839	802466	802466	803204
16	13	90327.25	2	161.5	0	0	1	0	0	1	90242	90251	90251	90565
16	13	840406.0	1	3164.0	2263	4065	6	3	0	1	838535	839113	841376	842600
16	13	536047.25	1	1305.5	0	2611	1	1	0	1	535096	535693	535693	537707
16	13	840406.0	10	3164.0	2263	4065	6	3	0	1	838535	839113	841376	842600
16	13	536047.25	10	1305.5	0	2611	1	1	0	1	535096	535693	535693	537707
16	14	30888.0	0	3783.0	2218	5348	6	1	2	1	27973	30020	32238	33321
16	14	278640.0	0	137.0	0	274	1	3	4	1	278498	278645	278645	278772
