tetrad#	chr#	pos(bp)	co_type	chromatids	GCasso_tract_len	GCasso_marker#	#GCasso	snp_start_out	snp_start_in	snp_end_in	snp_end_out
6	15	163216.5	0	[2, 3]	0	0	0	136222	190211	136222	190211
6	16	122484.0	0	[2, 4]	0	0	0	113880	131088	113880	131088
6	16	702425.0	1	[2, 4]	1310.0	2	1	701031	702509	702693	703467
6	16	490834.5	0	[2, 4]	0	0	0	471074	510595	471074	510595
6	16	182993.0	0	[2, 4]	0	0	0	141202	224784	141202	224784
7	1	88587.0	0	[1, 2]	0	0	0	88356	88818	88356	88818
7	1	159063.5	0	[1, 2]	0	0	0	157129	160998	157129	160998
7	2	514047.0	0	[2, 3]	0	0	0	491652	536442	491652	536442
7	2	1177387.5	0	[1, 4]	0	0	0	1121925	1232850	1121925	1232850
7	2	1034339.5	0	[1, 3]	0	0	0	1031490	1037189	1031490	1037189
7	2	995438.0	0	[3, 4]	0	0	0	993065	997811	993065	997811
7	2	339589.5	0	[2, 4]	0	0	0	317586	361593	317586	361593
7	2	675766.5	0	[2, 3]	0	0	0	655701	695832	655701	695832
7	2	557936.5	0	[1, 4]	0	0	0	552042	563831	552042	563831
7	2	1268212.0	0	[1, 2]	0	0	0	1265288	1271136	1265288	1271136
7	3	130499.5	0	[1, 2]	0	0	0	124890	136109	124890	136109
7	3	175794.75	1	[1, 4]	13748.5	22	1	158096	179745	181669	183669
7	4	838580.5	1	[1, 2]	756.0	1	1	838781	839136	837624	838781
7	4	631511.0	0	[1, 2]	0	0	0	588239	674783	588239	674783
7	4	123635.5	0	[2, 3]	0	0	0	123310	123961	123310	123961
7	4	361983.5	0	[3, 4]	0	0	0	348076	375891	348076	375891
7	5	96877.0	0	[3, 4]	0	0	0	86837	106917	86837	106917
7	6	418158.0	0	[3, 4]	0	0	0	390766	445550	390766	445550
7	6	67333.5	0	[2, 4]	0	0	0	66939	67728	66939	67728
7	7	966249.0	0	[1, 3]	0	0	0	965904	966594	965904	966594
7	7	174176.5	0	[1, 3]	0	0	0	157149	191204	157149	191204
7	7	811493.0	1	[2, 4]	1705.0	10	1	812230	812461	810343	810938
7	7	578543.25	1	[2, 4]	604.5	1	1	577860	578622	578622	579069
7	8	393248.5	0	[2, 4]	0	0	0	370029	416468	370029	416468
7	8	187148.5	1	[1, 3]	1156.0	2	1	187170	188283	186348	186793
7	8	762724.0	0	[3, 4]	0	0	0	748695	776753	748695	776753
7	9	388213.5	0	[1, 3]	0	0	0	388066	388361	388066	388361
7	9	57044.0	0	[2, 4]	0	0	0	37580	76508	37580	76508
7	10	98848.0	0	[3, 4]	0	0	0	95602	102094	95602	102094
7	10	409810.5	1	[3, 4]	4815.0	295	1	407396	407410	412206	412230
7	10	820277.25	1	[1, 2]	4143.5	15	1	822092	822606	818118	818293
7	10	629729.0	0	[1, 2]	0	0	0	604722	654736	604722	654736
7	10	867785.0	1	[1, 4]	1964.0	1	1	865712	867894	867894	869640
7	11	595566.0	0	[1, 3]	0	0	0	594833	596299	594833	596299
7	11	247860.75	4	[3, 4]	2262.5	12	0	246578	246881	249305	249311
7	11	66023.5	0	[2, 3]	0	0	0	49580	82467	49580	82467
7	12	131475.5	0	[1, 2]	0	0	0	117170	145781	117170	145781
7	13	136112.0	0	[1, 2]	0	0	0	103864	168360	103864	168360
7	13	862777.0	0	[3, 4]	0	0	0	861676	863878	861676	863878
7	13	458314.5	0	[1, 2]	0	0	0	425180	491449	425180	491449
7	14	80182.5	6	[3, 4]	1915.0	6	0	78514	79936	80874	81406
7	14	82700.25	6	[2, 1]	3120.5	12	0	80874	81406	83927	84594
7	14	698584.5	3	[1, 3]	9051.0	2	1	697751	708469	690461	697657
7	15	177089.75	1	[3, 4]	27746.5	1	1	190211	191715	136222	190211
7	15	733275.0	0	[2, 4]	0	0	0	710652	755898	710652	755898
7	15	213173.5	0	[1, 2]	0	0	0	212906	213441	212906	213441
7	16	700249.5	0	[3, 4]	0	0	0	700068	700431	700068	700431
7	16	308523.5	0	[3, 4]	0	0	0	308041	309006	308041	309006
7	16	442640.75	1	[3, 4]	2486.5	4	1	442314	445454	440791	442004
7	16	40533.0	0	[1, 3]	0	0	0	31079	49987	31079	49987
7	16	26576.5	0	[1, 4]	0	0	0	22336	30817	22336	30817
8	1	51545.0	0	[1, 2]	0	0	0	39521	63569	39521	63569
8	1	163472.75	1	[3, 4]	343.5	3	1	163564	163725	163283	163319
8	2	236071.0	0	[1, 3]	0	0	0	227395	244747	227395	244747
8	2	437979.5	0	[2, 3]	0	0	0	437576	438383	437576	438383
8	2	65476.5	0	[3, 4]	0	0	0	44979	85974	44979	85974
8	2	1177387.5	0	[2, 4]	0	0	0	1121925	1232850	1121925	1232850
8	2	707649.0	0	[3, 4]	0	0	0	707008	708290	707008	708290
8	2	1268212.0	0	[1, 4]	0	0	0	1265288	1271136	1265288	1271136
8	3	220015.0	5	[2, 3]	0	0	0	216347	223683	216347	223683
8	3	220015.0	5	[1, 4]	0	0	0	216347	223683	216347	223683
8	3	147102.5	0	[1, 4]	0	0	0	136109	158096	136109	158096
8	3	122020.0	0	[1, 2]	0	0	0	121842	122198	121842	122198
8	3	249345.75	1	[1, 3]	1427.5	6	1	248607	248657	249699	250420
8	4	479394.5	0	[3, 4]	0	0	0	418704	540085	418704	540085
8	4	850988.0	0	[1, 4]	0	0	0	848853	853123	848853	853123
8	4	695204.5	0	[2, 3]	0	0	0	674783	715626	674783	715626
8	4	121971.5	0	[3, 4]	0	0	0	121191	122752	121191	122752
8	5	96877.0	0	[1, 2]	0	0	0	86837	106917	86837	106917
8	5	406702.5	0	[1, 4]	0	0	0	380025	433380	380025	433380
8	5	198952.0	0	[2, 4]	0	0	0	169099	228805	169099	228805
8	6	225088.0	0	[1, 2]	0	0	0	224380	225796	224380	225796
8	7	99339.0	0	[2, 4]	0	0	0	99122	99556	99122	99556
8	7	586538.5	0	[1, 3]	0	0	0	586097	586980	586097	586980
8	7	839940.5	0	[2, 4]	0	0	0	815725	864156	815725	864156
8	8	377277.5	1	[3, 4]	31942.0	6	1	370029	416468	354757	367856
8	8	431744.0	1	[3, 4]	11362.0	2	1	416468	435658	437119	437731
8	8	77652.0	0	[2, 4]	0	0	0	77003	78301	77003	78301
8	9	132257.0	1	[2, 4]	2606.0	3	1	129424	132484	132692	134428
8	10	530179.0	1	[3, 4]	327.0	3	1	529963	530068	530278	530407
8	10	954411.0	0	[3, 4]	0	0	0	945381	963441	945381	963441
8	10	456550.0	0	[3, 4]	0	0	0	430442	482658	430442	482658
8	11	344665.0	0	[1, 3]	0	0	0	340206	349124	340206	349124
8	11	209873.0	0	[2, 4]	0	0	0	209462	210284	209462	210284
8	11	589888.5	1	[1, 3]	509.0	4	1	589506	589762	590068	590218
8	12	331073.5	0	[1, 2]	0	0	0	329870	332277	329870	332277
8	12	86511.75	1	[1, 2]	6626.5	1	1	89589	90061	76808	89589
8	13	458314.5	0	[2, 4]	0	0	0	425180	491449	425180	491449
8	13	205454.0	0	[1, 2]	0	0	0	195095	215813	195095	215813
8	13	876241.5	0	[2, 3]	0	0	0	872139	880344	872139	880344
8	14	93823.0	0	[2, 4]	0	0	0	85509	102137	85509	102137
8	15	451263.0	0	[1, 2]	0	0	0	435311	467215	435311	467215
8	15	210277.5	0	[2, 4]	0	0	0	209928	210627	209928	210627
8	15	40559.5	0	[1, 3]	0	0	0	18940	62179	18940	62179
8	16	372277.0	0	[3, 4]	0	0	0	371935	372619	371935	372619
8	16	787193.5	0	[1, 4]	0	0	0	760033	814354	760033	814354
8	16	77935.0	1	[2, 3]	22643.0	6	1	83089	95424	51428	81799
8	16	537531.25	1	[2, 4]	1914.5	1	1	538124	538853	535024	538124
8	16	543019.5	1	[2, 4]	1998.0	8	1	543585	544452	541773	542268
8	16	232253.0	0	[1, 4]	0	0	0	232091	232415	232091	232415
8	16	697877.5	0	[1, 2]	0	0	0	695687	700068	695687	700068
8	16	26576.5	5	[1, 2]	0	0	0	22336	30817	22336	30817
8	16	26576.5	5	[3, 4]	0	0	0	22336	30817	22336	30817
9	1	51545.0	0	[3, 4]	0	0	0	39521	63569	39521	63569
9	1	161895.0	0	[1, 2]	0	0	0	161779	162011	161779	162011
9	2	1177387.5	0	[3, 4]	0	0	0	1121925	1232850	1121925	1232850
9	2	911182.0	0	[2, 3]	0	0	0	880434	941930	880434	941930
9	2	184503.5	0	[3, 4]	0	0	0	183212	185795	183212	185795
9	2	675766.5	0	[1, 2]	0	0	0	655701	695832	655701	695832
9	2	1098007.0	0	[1, 4]	0	0	0	1097478	1098536	1097478	1098536
9	2	435562.0	0	[1, 2]	0	0	0	434538	436586	434538	436586
9	2	1268212.0	0	[1, 2]	0	0	0	1265288	1271136	1265288	1271136
9	3	220015.0	0	[1, 3]	0	0	0	216347	223683	216347	223683
9	3	273493.5	0	[1, 4]	0	0	0	263055	283932	263055	283932
9	3	76262.75	1	[2, 3]	1005.5	2	1	76140	77391	75384	76136
9	3	147102.5	0	[2, 4]	0	0	0	136109	158096	136109	158096
9	4	205678.0	0	[1, 3]	0	0	0	201663	209693	201663	209693
9	4	53203.5	0	[3, 4]	0	0	0	51424	54983	51424	54983
9	4	561500.0	0	[3, 4]	0	0	0	545970	577030	545970	577030
9	4	747855.5	0	[2, 4]	0	0	0	740610	755101	740610	755101
9	4	361983.5	0	[2, 3]	0	0	0	348076	375891	348076	375891
9	5	275546.0	0	[2, 4]	0	0	0	257527	293565	257527	293565
9	5	420094.25	1	[3, 4]	26783.5	1	1	380025	433380	433380	433592
9	5	27239.25	1	[2, 3]	13120.5	11	1	20206	21152	23243	44356
9	5	318284.5	1	[1, 4]	17109.0	1	1	310053	343625	309407	310053
9	5	198952.0	0	[1, 2]	0	0	0	169099	228805	169099	228805
9	6	173061.0	0	[1, 2]	0	0	0	153304	192818	153304	192818
9	6	369318.5	0	[1, 3]	0	0	0	367987	370650	367987	370650
9	7	710691.0	0	[1, 3]	0	0	0	710475	710907	710475	710907
9	7	769122.5	0	[2, 3]	0	0	0	754736	783509	754736	783509
9	7	578315.75	1	[1, 4]	4663.5	12	1	580291	581004	575492	576476
9	7	839940.5	0	[3, 4]	0	0	0	815725	864156	815725	864156
9	7	586108.5	1	[2, 4]	2923.0	10	1	586980	588160	584622	584672
9	8	35548.5	5	[2, 1]	0	0	0	16824	54273	16824	54273
9	8	35548.5	5	[4, 3]	0	0	0	16824	54273	16824	54273
9	8	655374.0	0	[1, 2]	0	0	0	638970	671778	638970	671778
9	8	561440.0	0	[3, 4]	0	0	0	561225	561655	561225	561655
9	8	762724.0	0	[1, 4]	0	0	0	748695	776753	748695	776753
9	9	135327.0	0	[1, 2]	0	0	0	134428	136226	134428	136226
9	9	57044.0	0	[1, 3]	0	0	0	37580	76508	37580	76508
9	10	98848.0	0	[3, 4]	0	0	0	95602	102094	95602	102094
9	10	456550.0	0	[1, 4]	0	0	0	430442	482658	430442	482658
9	10	629729.0	0	[2, 3]	0	0	0	604722	654736	604722	654736
9	10	868767.0	0	[2, 3]	0	0	0	867894	869640	867894	869640
9	11	467843.0	0	[1, 4]	0	0	0	435879	499807	435879	499807
9	11	149876.5	0	[1, 2]	0	0	0	142031	157722	142031	157722
9	11	614963.0	1	[1, 3]	1644.0	8	1	615773	615797	613920	614362
9	12	24192.5	0	[1, 4]	0	0	0	8033	40352	8033	40352
9	12	325168.75	1	[3, 4]	943.5	1	1	325553	325728	323841	325553
9	12	58317.0	0	[1, 4]	0	0	0	44718	71916	44718	71916
9	13	458314.5	0	[1, 4]	0	0	0	425180	491449	425180	491449
9	13	205454.0	0	[2, 3]	0	0	0	195095	215813	195095	215813
9	13	723129.75	1	[2, 3]	36817.5	4	1	741273	741804	668196	741246
9	14	677496.75	1	[3, 4]	3811.5	10	1	678861	679944	673566	677616
9	14	645520.0	0	[3, 4]	0	0	0	644850	646190	644850	646190
9	15	163216.5	0	[1, 2]	0	0	0	136222	190211	136222	190211
9	15	623684.5	1	[1, 4]	2168.0	8	1	622320	622881	624622	624915
9	15	357667.5	0	[1, 4]	0	0	0	349233	366102	349233	366102
9	15	693239.25	1	[1, 4]	4198.5	8	1	690653	691627	694735	695942
9	16	653463.25	1	[3, 4]	3893.5	3	1	655170	655650	648495	654538
9	16	365412.0	0	[1, 3]	0	0	0	364037	366787	364037	366787
9	16	453579.0	1	[3, 4]	790.0	5	1	453749	454199	453058	453310
9	16	138646.0	0	[2, 3]	0	0	0	136090	141202	136090	141202
9	16	787193.5	0	[3, 4]	0	0	0	760033	814354	760033	814354
9	16	26576.5	0	[2, 3]	0	0	0	22336	30817	22336	30817
10	1	51545.0	0	[1, 4]	0	0	0	39521	63569	39521	63569
10	1	162944.5	1	[2, 4]	534.0	4	1	162565	162790	163140	163283
10	2	626175.0	1	[2, 4]	1230.0	1	1	626143	627437	624977	626143
10	2	1177387.5	5	[2, 3]	0	0	0	1121925	1232850	1121925	1232850
10	2	1177387.5	5	[4, 1]	0	0	0	1121925	1232850	1121925	1232850
10	2	514047.0	0	[1, 4]	0	0	0	491652	536442	491652	536442
10	2	65476.5	0	[1, 3]	0	0	0	44979	85974	44979	85974
10	2	267129.0	0	[2, 3]	0	0	0	255464	278794	255464	278794
10	2	1034339.5	0	[3, 4]	0	0	0	1031490	1037189	1031490	1037189
10	3	220015.0	0	[3, 4]	0	0	0	216347	223683	216347	223683
10	3	147102.5	0	[1, 2]	0	0	0	136109	158096	136109	158096
10	3	130499.5	0	[1, 4]	0	0	0	124890	136109	124890	136109
10	4	838202.5	0	[1, 2]	0	0	0	837624	838781	837624	838781
10	4	343822.5	0	[2, 3]	0	0	0	343546	344099	343546	344099
10	4	579702.0	0	[3, 4]	0	0	0	579423	579981	579423	579981
10	4	32377.5	0	[3, 4]	0	0	0	24844	39911	24844	39911
10	4	219885.5	0	[3, 4]	0	0	0	219498	220273	219498	220273
10	4	479394.5	0	[1, 3]	0	0	0	418704	540085	418704	540085
10	5	326839.0	0	[3, 4]	0	0	0	310053	343625	310053	343625
10	5	437234.75	1	[1, 3]	781.5	3	1	437620	437631	436411	437277
10	5	361825.0	0	[1, 4]	0	0	0	343625	380025	343625	380025
10	5	235684.0	0	[1, 3]	0	0	0	228805	242563	228805	242563
10	5	49406.5	0	[2, 3]	0	0	0	48832	49981	48832	49981
10	6	384334.75	1	[1, 4]	3813.5	16	1	382305	382551	386151	386332
10	6	464877.5	0	[2, 3]	0	0	0	453639	476116	453639	476116
10	7	676075.75	1	[2, 4]	3524.5	15	1	673388	675239	677473	678203
10	7	520066.5	0	[1, 4]	0	0	0	519677	520456	519677	520456
10	7	10884.5	0	[3, 4]	0	0	0	4564	17205	4564	17205
10	7	621115.25	1	[2, 3]	854.5	1	1	621407	621678	619969	621407
10	7	288219.5	0	[1, 4]	0	0	0	287391	289048	287391	289048
10	7	959687.25	1	[3, 4]	2712.5	15	1	958148	958514	960509	961578
10	8	133120.0	0	[1, 3]	0	0	0	118236	148004	118236	148004
10	8	610244.5	0	[1, 2]	0	0	0	586988	633501	586988	633501
10	8	565447.0	0	[1, 2]	0	0	0	564686	566208	564686	566208
10	8	760332.5	0	[3, 4]	0	0	0	743912	776753	743912	776753
10	8	426063.0	0	[3, 4]	0	0	0	416468	435658	416468	435658
10	8	35548.5	0	[1, 3]	0	0	0	16824	54273	16824	54273
10	9	367222.0	1	[2, 4]	2777.0	7	1	365639	366028	368118	369103
10	9	181699.5	1	[1, 4]	1862.0	112	1	180761	180776	182623	182638
10	10	233456.0	0	[1, 3]	0	0	0	231775	235137	231775	235137
10	10	720470.5	0	[2, 4]	0	0	0	690358	750583	690358	750583
10	10	112519.0	0	[1, 3]	0	0	0	102094	122944	102094	122944
10	10	484915.25	1	[3, 4]	2199.5	4	1	482944	484687	485635	486395
10	10	954411.0	0	[1, 2]	0	0	0	945381	963441	945381	963441
10	10	562375.5	0	[1, 4]	0	0	0	546058	578693	546058	578693
10	11	570212.5	0	[3, 4]	0	0	0	566948	573477	566948	573477
10	11	149876.5	0	[1, 2]	0	0	0	142031	157722	142031	157722
10	11	308151.0	0	[2, 4]	0	0	0	307956	308346	307956	308346
10	11	515543.0	0	[2, 3]	0	0	0	511039	520047	511039	520047
10	12	173546.5	0	[2, 4]	0	0	0	145781	201312	145781	201312
10	12	310582.0	0	[2, 4]	0	0	0	301138	320026	301138	320026
10	12	58317.0	0	[2, 3]	0	0	0	44718	71916	44718	71916
10	13	327269.5	0	[1, 4]	0	0	0	326767	327772	326767	327772
10	13	615421.0	0	[2, 3]	0	0	0	587425	643417	587425	643417
10	13	791568.5	0	[1, 4]	0	0	0	788657	794480	788657	794480
10	13	136112.0	0	[2, 4]	0	0	0	103864	168360	103864	168360
10	14	590718.0	0	[1, 3]	0	0	0	590329	591107	590329	591107
10	14	120805.0	1	[1, 3]	1392.0	3	1	121342	121660	119853	120365
10	14	39016.0	1	[3, 4]	1620.0	3	1	37629	38783	39394	40258
10	14	62921.75	1	[3, 4]	7157.5	16	1	66381	66620	59171	59515
10	14	410026.25	1	[1, 3]	78.5	7	1	409972	410002	410061	410070
10	15	88941.0	0	[3, 4]	0	0	0	88764	89118	88764	89118
10	15	261338.5	0	[2, 4]	0	0	0	260927	261750	260927	261750
10	15	658494.0	0	[2, 3]	0	0	0	656648	660340	656648	660340
10	15	680495.5	0	[2, 3]	0	0	0	670632	690359	670632	690359
10	15	40559.5	0	[2, 3]	0	0	0	18940	62179	18940	62179
10	16	787193.5	0	[2, 4]	0	0	0	760033	814354	760033	814354
10	16	92385.25	1	[1, 3]	6257.5	2	1	95485	95543	83089	95424
10	16	26576.5	0	[2, 3]	0	0	0	22336	30817	22336	30817
10	16	263074.0	0	[1, 3]	0	0	0	259834	266314	259834	266314
10	16	605377.0	0	[1, 3]	0	0	0	579217	631537	579217	631537
11	1	51545.0	0	[1, 3]	0	0	0	39521	63569	39521	63569
11	1	162779.5	1	[1, 4]	204.0	1	1	162565	162790	162790	162973
11	2	635461.25	1	[1, 2]	305.5	1	1	635529	635699	635088	635529
11	2	142564.0	1	[2, 3]	1079.0	1	1	143055	143152	140994	143055
11	2	911182.0	0	[1, 4]	0	0	0	880434	941930	880434	941930
11	2	1248285.5	0	[1, 2]	0	0	0	1232850	1263721	1232850	1263721
11	2	1177387.5	0	[1, 3]	0	0	0	1121925	1232850	1121925	1232850
11	2	317079.0	0	[2, 4]	0	0	0	316634	317524	316634	317524
11	2	1268212.0	0	[1, 2]	0	0	0	1265288	1271136	1265288	1271136
11	3	220015.0	0	[1, 3]	0	0	0	216347	223683	216347	223683
11	3	262779.5	0	[2, 4]	0	0	0	262504	263055	262504	263055
11	3	147102.5	0	[2, 3]	0	0	0	136109	158096	136109	158096
11	3	68817.25	1	[1, 4]	2378.5	6	1	68628	71385	67391	67865
11	4	219286.5	1	[3, 4]	1198.0	6	1	218191	219184	219498	220273
11	4	346160.5	0	[1, 3]	0	0	0	344245	348076	344245	348076
11	4	728118.0	0	[1, 4]	0	0	0	715626	740610	715626	740610
11	4	631511.0	0	[3, 4]	0	0	0	588239	674783	588239	674783
11	4	778309.5	0	[2, 3]	0	0	0	772632	783987	772632	783987
11	4	264468.5	0	[1, 2]	0	0	0	244717	284220	244717	284220
11	4	479394.5	0	[2, 4]	0	0	0	418704	540085	418704	540085
11	5	302260.5	0	[2, 3]	0	0	0	297706	306815	297706	306815
11	5	59653.25	3	[1, 4]	3143.5	9	1	57792	58371	60511	61939
11	5	406702.5	0	[1, 2]	0	0	0	380025	433380	380025	433380
11	6	173061.0	0	[1, 4]	0	0	0	153304	192818	153304	192818
11	6	235953.75	6	[4, 1]	2072.5	1	1	235764	238216	234071	235764
11	6	234917.5	6	[2, 3]	0.0	0	0	234071	235764	234071	235764
11	7	742555.0	1	[1, 2]	1434.0	8	1	743098	743446	741496	742180
11	7	509138.75	6	[4, 1]	5122.5	64	1	511682	511718	506442	506713
11	7	509138.75	6	[3, 2]	5122.5	64	1	511682	511718	506442	506713
11	7	839940.5	0	[2, 4]	0	0	0	815725	864156	815725	864156
11	7	28115.0	0	[2, 4]	0	0	0	17205	39025	17205	39025
11	7	286491.0	1	[1, 4]	1283.0	1	1	286874	287391	284825	286874
11	7	538816.5	0	[1, 4]	0	0	0	527524	550109	527524	550109
11	7	769122.5	0	[2, 4]	0	0	0	754736	783509	754736	783509
11	7	279978.75	1	[3, 4]	2782.5	11	1	280744	281996	277743	279432
11	8	393248.5	0	[1, 3]	0	0	0	370029	416468	370029	416468
11	8	35548.5	0	[2, 3]	0	0	0	16824	54273	16824	54273
11	8	506128.5	0	[1, 3]	0	0	0	501292	510965	501292	510965
11	8	175153.0	0	[1, 3]	0	0	0	174121	176185	174121	176185
11	8	739387.75	1	[3, 4]	2278.5	10	1	737416	739081	740099	740955
11	9	307276.0	0	[1, 4]	0	0	0	299218	315334	299218	315334
11	9	154529.5	0	[2, 3]	0	0	0	154065	154994	154065	154994
11	9	57044.0	0	[2, 3]	0	0	0	37580	76508	37580	76508
11	10	751394.0	0	[3, 4]	0	0	0	750860	751928	750860	751928
11	10	527674.0	5	[1, 3]	0	0	0	526152	529196	526152	529196
11	10	527674.0	5	[4, 2]	0	0	0	526152	529196	526152	529196
11	10	233456.0	0	[1, 4]	0	0	0	231775	235137	231775	235137
11	10	136115.0	1	[1, 3]	1086.0	2	1	135515	135629	135909	137407
11	10	456550.0	0	[3, 4]	0	0	0	430442	482658	430442	482658
11	10	969917.0	0	[3, 4]	0	0	0	969727	970107	969727	970107
11	10	587966.5	1	[1, 3]	2169.0	3	1	588405	589697	585902	587862
11	10	629729.0	0	[2, 4]	0	0	0	604722	654736	604722	654736
11	11	344665.0	0	[1, 3]	0	0	0	340206	349124	340206	349124
11	11	509612.75	1	[1, 4]	2311.5	5	1	508003	508911	510520	511017
11	11	515543.0	0	[1, 2]	0	0	0	511039	520047	511039	520047
11	11	164564.0	1	[1, 2]	1088.0	1	1	164442	165774	163598	164442
11	12	83198.5	0	[2, 4]	0	0	0	76808	89589	76808	89589
11	13	364705.5	0	[1, 3]	0	0	0	331735	397676	331735	397676
11	13	704721.0	0	[3, 4]	0	0	0	668196	741246	668196	741246
11	13	136112.0	0	[2, 3]	0	0	0	103864	168360	103864	168360
11	14	703110.0	0	[2, 3]	0	0	0	697751	708469	697751	708469
11	14	65378.5	0	[1, 4]	0	0	0	64561	66196	64561	66196
11	14	641179.25	1	[2, 4]	3661.5	7	1	638309	640388	642017	644003
11	14	646325.25	1	[1, 3]	207.5	1	1	646253	646605	646190	646253
11	15	70993.0	1	[3, 4]	1393.0	2	1	70176	70417	71462	71917
11	15	205385.0	0	[1, 3]	0	0	0	204645	206125	204645	206125
11	15	733275.0	0	[1, 4]	0	0	0	710652	755898	710652	755898
11	16	787193.5	0	[2, 3]	0	0	0	760033	814354	760033	814354
11	16	398115.5	1	[2, 3]	13330.0	20	1	394119	415442	391305	391596
11	16	66613.5	0	[1, 2]	0	0	0	51428	81799	51428	81799
11	16	26576.5	0	[1, 2]	0	0	0	22336	30817	22336	30817
12	1	51545.0	0	[3, 4]	0	0	0	39521	63569	39521	63569
12	1	157983.25	1	[2, 3]	2160.5	1	1	156677	157129	157129	160998
12	2	1064367.0	0	[2, 4]	0	0	0	1045293	1083441	1045293	1083441
12	2	664517.0	1	[1, 2]	22499.0	2	1	650852	655683	655701	695832
12	2	562067.25	1	[3, 4]	8261.5	6	1	565444	566952	552042	563831
12	2	339589.5	0	[1, 4]	0	0	0	317586	361593	317586	361593
12	2	841718.0	0	[1, 3]	0	0	0	833641	849795	833641	849795
12	2	1177387.5	0	[1, 2]	0	0	0	1121925	1232850	1121925	1232850
12	2	427299.75	1	[2, 4]	1462.5	3	1	427926	428136	425742	427395
12	3	261369.5	1	[3, 4]	1486.0	4	1	261726	262499	260531	260722
12	4	811661.75	1	[1, 3]	1517.5	4	1	811862	812979	810851	810955
12	4	631511.0	0	[2, 4]	0	0	0	588239	674783	588239	674783
12	4	61960.5	0	[1, 2]	0	0	0	59981	63940	59981	63940
12	4	479394.5	0	[1, 4]	0	0	0	418704	540085	418704	540085
12	4	830677.0	1	[1, 3]	906.0	18	1	830194	830254	830776	831484
12	5	96877.0	0	[2, 3]	0	0	0	86837	106917	86837	106917
12	5	443616.25	1	[2, 4]	2421.5	10	1	442392	442419	444198	445456
12	5	58890.25	1	[2, 3]	4669.5	15	1	60511	61939	56208	56903
12	5	307512.0	1	[1, 4]	533.0	1	1	307664	307893	306827	307664
12	5	406702.5	0	[2, 4]	0	0	0	380025	433380	380025	433380
12	6	235953.75	1	[2, 4]	2072.5	1	1	234071	235764	235764	238216
12	6	418158.0	2	[2, 3]	28192.5	0	0	390766	445550	390766	445550
12	6	71268.5	1	[1, 2]	5062.0	1	1	69747	77852	67728	69747
12	6	215159.0	0	[1, 2]	0	0	0	209219	221099	209219	221099
12	7	839940.5	0	[1, 2]	0	0	0	815725	864156	815725	864156
12	7	602019.75	1	[1, 3]	1390.5	4	1	601198	601451	602163	603267
12	7	321810.5	0	[2, 3]	0	0	0	321100	322521	321100	322521
12	7	10884.5	0	[1, 4]	0	0	0	4564	17205	4564	17205
12	7	538816.5	0	[1, 2]	0	0	0	527524	550109	527524	550109
12	7	805681.5	0	[1, 2]	0	0	0	804380	806983	804380	806983
12	7	705660.5	1	[1, 3]	341.0	2	1	705321	705659	705789	705873
12	7	233350.5	1	[2, 3]	25713.0	2	1	222178	270236	218906	222082
12	8	610244.5	0	[1, 3]	0	0	0	586988	633501	586988	633501
12	8	540576.25	4	[3, 4]	2401.5	2	0	537886	540865	542043	542077
12	8	56396.0	0	[2, 3]	0	0	0	55706	57086	55706	57086
12	8	723300.5	0	[1, 4]	0	0	0	720937	725664	720937	725664
12	8	170224.5	0	[2, 3]	0	0	0	169634	170815	169634	170815
12	8	338754.5	0	[2, 3]	0	0	0	338453	339056	338453	339056
12	9	370828.0	0	[3, 4]	0	0	0	369776	371880	369776	371880
12	9	57044.0	0	[2, 3]	0	0	0	37580	76508	37580	76508
12	10	489683.5	0	[1, 3]	0	0	0	489510	489857	489510	489857
12	10	799381.5	1	[2, 4]	708.0	1	1	799516	799955	798539	799516
12	10	865423.5	0	[2, 3]	0	0	0	865135	865712	865135	865712
12	10	233456.0	0	[2, 3]	0	0	0	231775	235137	231775	235137
12	11	375465.0	0	[1, 4]	0	0	0	374585	376345	374585	376345
12	11	149876.5	0	[2, 3]	0	0	0	142031	157722	142031	157722
12	11	467843.0	0	[1, 4]	0	0	0	435879	499807	435879	499807
12	11	31184.0	0	[3, 4]	0	0	0	29339	33029	29339	33029
12	12	251339.25	1	[3, 4]	5293.5	9	1	248601	248784	253518	254454
12	12	310582.0	0	[1, 3]	0	0	0	301138	320026	301138	320026
12	13	416111.0	1	[1, 2]	621.0	4	1	415708	415893	416250	416593
12	13	876241.5	0	[1, 4]	0	0	0	872139	880344	872139	880344
12	13	770893.0	0	[1, 3]	0	0	0	753129	788657	753129	788657
12	13	23040.75	1	[1, 3]	1543.5	2	1	21854	22684	22894	24731
12	13	228785.5	1	[2, 3]	1513.0	7	1	229463	229621	227320	228738
12	14	716575.25	1	[1, 4]	3987.5	2	1	716132	721006	713032	716131
12	14	645520.0	0	[1, 4]	0	0	0	644850	646190	644850	646190
12	14	220425.5	0	[2, 3]	0	0	0	211869	228982	211869	228982
12	14	135899.0	0	[2, 3]	0	0	0	131899	139899	131899	139899
12	15	247925.5	1	[1, 2]	2204.0	14	1	248742	249313	246363	247284
12	15	87497.0	0	[3, 4]	0	0	0	86624	88370	86624	88370
12	15	657064.0	1	[2, 4]	2860.0	1	1	654620	656648	656648	660340
12	15	606622.25	1	[2, 4]	1936.5	9	1	605095	606213	607267	607914
12	15	733275.0	0	[1, 3]	0	0	0	710652	755898	710652	755898
