tetrad	chr	pos(bp)	tracttype	tractlen	tractminlen	tractmaxlen	marker	YJM.SNP	chromatids	oftract	snpstartout	snpstartin	snpendin	snpendout
14	12	69480.0	6	88445.0	0	176890	1	1	4	1	8741	41774	41774	185631
14	12	69480.0	8	88445.0	0	176890	1	0	0	1	8741	41774	41774	185631
14	12	435020.0	10	722.0	657	787	17	1	0	1	434632	434686	435343	435419
14	12	343391.0	10	42439.0	0	84878	1	1	0	1	301138	343205	343205	386016
14	13	833957.5	2	1260.0	0	0	1	4	0	1	832952	833703	833703	835472
14	13	654100.25	1	2251.5	1188	3315	5	1	0	1	652460	653489	654677	655775
14	13	839300.0	1	5376.0	3708	7044	10	1	0	1	835556	837668	841376	842600
14	13	275974.75	1	8763.5	2616	14911	10	1	0	1	271290	271896	274512	286201
14	13	843774.0	6	3572.0	2812	4332	17	3	1	1	841376	842600	845412	845708
14	13	839300.0	8	5376.0	3708	7044	10	1	0	1	835556	837668	841376	842600
14	13	654100.25	10	2251.5	1188	3315	5	1	0	1	652460	653489	654677	655775
14	13	275974.75	10	8763.5	2616	14911	10	1	0	1	271290	271896	274512	286201
14	14	709051.0	0	50.0	0	100	1	1	1	1	708980	709072	709072	709080
14	14	748328.25	0	44.5	0	89	1	1	0	1	748267	748345	748345	748356
14	14	748396.5	0	32.0	0	64	1	1	2	1	748356	748405	748405	748420
14	14	748365.5	2	30.0	0	0	1	0	0	1	748345	748356	748356	748405
14	14	748466.0	2	107.0	0	0	3	0	0	1	748405	748420	748424	748615
14	14	100846.5	1	336.0	0	672	1	3	0	1	100567	100790	100790	101239
14	14	191894.25	6	1225.5	0	2451	1	3	2	1	190811	191752	191752	193262
14	14	100846.5	10	336.0	0	672	1	3	0	1	100567	100790	100790	101239
14	15	289749.75	0	911.5	0	1823	1	3	3	1	289107	289481	289481	290930
14	15	438039.75	0	1859.5	0	3719	1	3	2	1	435962	438258	438258	439681
14	15	1177.75	2	769.5	0	0	1	0	0	1	597	989	989	2136
14	15	319188.0	2	1554.0	0	0	1	0	0	1	317656	319166	319166	320764
14	16	15178.0	0	199.0	0	398	1	3	1	1	15008	15149	15149	15406
14	16	23821.75	0	82.5	0	165	1	3	1	1	23731	23830	23830	23896
14	16	584856.25	7	502.5	0	1005	1	3	4	1	584264	584946	584946	585269
14	16	12693.0	2	1086.0	0	0	1	0	0	1	11169	13131	13131	13341
14	16	453.5	3	907.0	0	0	1	3	0	1	612	1202	612	1202
14	16	501658.0	1	1073.0	0	2146	1	3	0	1	500452	501791	501791	502598
14	16	585862.75	1	822.5	329	1316	2	3	0	1	585269	585634	585963	586585
14	16	690141.0	1	18355.0	0	36710	1	3	0	1	678028	683899	683899	714738
14	16	126070.5	1	2632.0	1822	3442	5	1	0	1	124117	125392	127214	127559
14	16	501658.0	10	1073.0	0	2146	1	3	0	1	500452	501791	501791	502598
14	16	585862.75	9	822.5	329	1316	2	3	0	1	585269	585634	585963	586585
14	16	690141.0	10	18355.0	0	36710	1	3	0	1	678028	683899	683899	714738
14	16	126070.5	10	2632.0	1822	3442	5	1	0	1	124117	125392	127214	127559
15	1	181288.75	2	2339.5	0	0	1	4	0	1	178226	182012	182012	182905
15	2	100045.75	7	1859.5	0	3719	1	1	1	1	99077	99155	99155	102796
15	2	1283945.5	0	183.0	0	366	1	3	3	1	1283842	1283866	1283866	1284208
15	2	1051104.5	4	475853.0	0	0	1	0	0	1	1288921	1289141	813178	813178
15	2	673541.25	1	2675.5	1833	3518	18	1	0	1	672159	672248	674081	675677
15	2	97981.0	1	832.0	228	1436	4	1	0	1	97351	97779	98007	98787
15	2	165206.5	1	4347.0	3512	5182	27	1	0	1	162636	163430	166942	167818
15	2	673541.25	10	2675.5	1833	3518	18	1	0	1	672159	672248	674081	675677
15	2	97981.0	9	832.0	228	1436	4	1	0	1	97351	97779	98007	98787
15	2	165206.5	10	4347.0	3512	5182	27	1	0	1	162636	163430	166942	167818
15	3	220298.75	0	173.5	0	347	1	1	3	1	220111	220313	220313	220458
15	3	275003.75	6	626.5	0	1253	1	3	4	1	274148	275233	275233	275401
15	3	219755.75	2	27.5	0	0	1	0	0	1	219721	219763	219763	219776
15	3	294982.5	2	147.0	0	0	1	0	0	1	294770	295048	295048	295064
15	3	126320.75	1	4069.5	1677	6462	9	1	0	1	122625	125947	127624	129087
15	3	279938.0	1	678.0	0	1356	1	1	0	1	279267	279931	279931	280623
15	3	126320.75	10	4069.5	1677	6462	9	1	0	1	122625	125947	127624	129087
15	3	279938.0	8	678.0	0	1356	1	1	0	1	279267	279931	279931	280623
15	4	83108.5	1	3725.0	2722	4728	7	3	0	1	80570	81922	84644	85298
15	4	353582.25	1	924.5	46	1803	2	1	0	1	352854	353386	353432	354657
15	4	582923.0	1	36435.0	0	72870	1	4	0	1	535621	593790	593790	608491
15	4	83698.75	6	2544.5	1713	3376	6	1	4	1	81922	82931	84644	85298
15	4	582923.0	6	36435.0	0	72870	1	3	3	1	535621	593790	593790	608491
15	4	83108.5	8	3725.0	2722	4728	7	3	0	1	80570	81922	84644	85298
15	4	582923.0	8	36435.0	0	72870	1	4	0	1	535621	593790	593790	608491
15	4	353582.25	10	924.5	46	1803	2	1	0	1	352854	353386	353432	354657
15	5	96362.5	1	5309.0	3015	7603	37	1	0	1	93598	93818	96833	101201
15	5	96362.5	10	5309.0	3015	7603	37	1	0	1	93598	93818	96833	101201
15	6	440807.5	0	7485.0	0	14970	1	3	1	1	436453	437677	437677	451423
15	6	241016.25	1	1565.5	1153	1978	7	3	0	1	240184	240283	241436	242162
15	6	241016.25	10	1565.5	1153	1978	7	3	0	1	240184	240283	241436	242162
15	7	411781.0	2	1370.0	0	0	1	0	0	1	410929	411263	411263	413669
15	7	2510.0	4	5020.0	0	0	1	4	0	1	545	9495	545	9495
15	7	605284.75	1	250.5	39	462	2	3	0	1	605068	605251	605290	605530
15	7	374899.5	1	2517.0	1586	3448	10	3	0	1	373227	374055	375641	376675
15	7	31095.75	1	35582.5	23	71142	7	0	0	1	9495	17114	17137	80637
15	7	31095.75	6	35582.5	23	71142	7	1	1	1	9495	17114	17137	80637
15	7	31095.75	8	35582.5	23	71142	7	0	0	1	9495	17114	17137	80637
15	7	605284.75	10	250.5	39	462	2	3	0	1	605068	605251	605290	605530
15	7	374899.5	10	2517.0	1586	3448	10	3	0	1	373227	374055	375641	376675
15	8	618922.5	0	1935.0	712	3158	3	3	2	1	617061	618849	619561	620219
15	8	595075.75	2	1582.5	0	0	1	4	0	1	593387	595182	595182	596552
15	8	138410.75	1	40804.5	975	80634	4	3	0	1	95924	140093	141068	176558
15	8	138410.75	10	40804.5	975	80634	4	3	0	1	95924	140093	141068	176558
15	9	372505.75	7	2696.5	2561	2832	40	3	1	1	371065	371250	373811	373897
15	9	256895.0	1	889.0	206	1572	6	1	0	1	256056	256845	257051	257628
15	9	256895.0	10	889.0	206	1572	6	1	0	1	256056	256845	257051	257628
15	10	798382.5	1	1693.0	0	3386	1	3	0	1	796569	798503	798503	799955
15	10	968791.0	1	628.0	69	1187	2	1	0	1	967946	969008	969077	969133
15	10	841385.25	1	798.5	0	1597	1	1	0	1	840746	841226	841226	842343
15	10	125675.25	1	27265.5	1148	53383	6	1	0	1	111702	112383	113531	165085
15	10	798382.5	10	1693.0	0	3386	1	3	0	1	796569	798503	798503	799955
15	10	968791.0	10	628.0	69	1187	2	1	0	1	967946	969008	969077	969133
15	10	841385.25	10	798.5	0	1597	1	1	0	1	840746	841226	841226	842343
15	10	125675.25	10	27265.5	1148	53383	6	1	0	1	111702	112383	113531	165085
15	11	551066.75	0	6007.5	0	12015	1	1	3	1	542329	553797	553797	554344
15	11	304853.0	1	2761.0	1940	3582	9	1	0	1	303288	303657	305597	306870
15	11	306139.25	1	2009.5	1482	2537	6	0	0	1	304881	305388	306870	307418
15	11	503934.5	1	10098.0	0	20196	1	3	0	1	489856	507915	507915	510052
15	11	304853.0	10	2761.0	1940	3582	9	1	0	1	303288	303657	305597	306870
15	11	306139.25	10	2009.5	1482	2537	6	0	0	1	304881	305388	306870	307418
15	11	503934.5	10	10098.0	0	20196	1	3	0	1	489856	507915	507915	510052
15	12	69480.0	1	88445.0	0	176890	1	0	0	1	8741	41774	41774	185631
15	12	69480.0	6	88445.0	0	176890	1	1	1	1	8741	41774	41774	185631
15	12	69480.0	8	88445.0	0	176890	1	0	0	1	8741	41774	41774	185631
15	13	64100.25	0	16598.5	0	33197	1	1	3	1	42957	68645	68645	76154
15	13	833957.5	2	1260.0	0	0	1	4	0	1	832952	833703	833703	835472
15	13	739422.5	1	2642.0	1836	3448	11	3	0	1	737798	738405	740241	741246
15	13	739422.5	10	2642.0	1836	3448	11	3	0	1	737798	738405	740241	741246
15	14	748365.5	0	30.0	0	60	1	1	2	1	748345	748356	748356	748405
15	14	192789.25	1	6453.5	5623	7284	10	3	0	1	188861	190264	195887	196145
15	14	45059.25	1	3196.5	2169	4224	7	1	0	1	43159	43763	45932	47383
15	14	192789.25	10	6453.5	5623	7284	10	3	0	1	188861	190264	195887	196145
15	14	45059.25	10	3196.5	2169	4224	7	1	0	1	43159	43763	45932	47383
15	15	319188.0	0	1554.0	0	3108	1	1	4	1	317656	319166	319166	320764
15	15	1177.75	2	769.5	0	0	1	0	0	1	597	989	989	2136
15	15	403427.0	2	69.0	0	0	1	4	0	1	403364	403421	403421	403502
15	15	222597.0	1	17283.0	1767	32799	4	1	0	1	213871	214040	215807	246670
15	15	589479.0	1	28001.0	826	55176	4	1	0	1	574933	576024	576850	630109
15	15	688118.75	1	2331.5	784	3879	3	3	0	1	686480	687426	688210	690359
15	15	384689.75	1	1144.5	397	1892	5	1	0	1	383720	384515	384912	385612
15	15	222597.0	10	17283.0	1767	32799	4	1	0	1	213871	214040	215807	246670
15	15	589479.0	10	28001.0	826	55176	4	1	0	1	574933	576024	576850	630109
15	15	688118.75	10	2331.5	784	3879	3	3	0	1	686480	687426	688210	690359
15	15	384689.75	10	1144.5	397	1892	5	1	0	1	383720	384515	384912	385612
15	16	423131.0	0	1822.0	1545	2099	5	1	4	1	421970	422470	424015	424069
15	16	810435.25	0	2263.5	799	3728	11	1	3	1	808316	810291	811090	812044
15	16	12594.25	2	1283.5	0	0	1	0	0	1	10774	13131	13131	13341
15	16	466078.5	1	2143.0	1470	2816	4	3	0	1	464799	465215	466685	467615
15	16	466078.5	10	2143.0	1470	2816	4	3	0	1	464799	465215	466685	467615
16	1	169912.0	7	390.0	303	477	4	1	1	1	169676	169758	170061	170153
16	1	181288.75	0	2339.5	0	4679	1	3	2	1	178226	182012	182012	182905
16	1	167022.5	1	3796.0	2965	4627	12	1	0	1	164965	165284	168249	169592
16	1	167022.5	9	3796.0	2965	4627	12	1	0	1	164965	165284	168249	169592
16	2	1197072.75	0	2016.5	1109	2924	6	1	3	1	1195701	1196428	1197537	1198625
16	2	1051104.5	4	475853.0	0	0	1	0	0	1	1288921	1289141	813178	813178
16	2	712433.0	1	1649.0	1386	1912	20	3	0	1	711415	711802	713188	713327
16	2	4143.5	1	3530.0	703	6357	3	3	0	1	1816	2941	3644	8173
16	2	712433.0	10	1649.0	1386	1912	20	3	0	1	711415	711802	713188	713327
16	2	4143.5	10	3530.0	703	6357	3	3	0	1	1816	2941	3644	8173
16	3	219980.75	0	167.5	0	335	1	1	3	1	219776	220018	220018	220111
16	3	220298.75	0	173.5	0	347	1	1	3	1	220111	220313	220313	220458
16	3	219755.75	2	27.5	0	0	1	0	0	1	219721	219763	219763	219776
16	3	159491.0	1	2033.0	1655	2411	15	3	0	1	158136	158813	160468	160547
16	3	83347.75	1	2166.5	1625	2708	39	1	0	1	82179	82350	83975	84887
16	3	159491.0	10	2033.0	1655	2411	15	3	0	1	158136	158813	160468	160547
16	3	83347.75	10	2166.5	1625	2708	39	1	0	1	82179	82350	83975	84887
16	4	972498.25	1	1801.5	0	3603	1	3	0	1	970524	972671	972671	974127
16	4	851574.0	1	4351.0	2563	6139	10	3	0	1	848199	850598	853161	854338
16	4	582923.0	1	36435.0	0	72870	1	4	0	1	535621	593790	593790	608491
16	4	582923.0	6	36435.0	0	72870	1	3	1	1	535621	593790	593790	608491
16	4	582923.0	8	36435.0	0	72870	1	4	0	1	535621	593790	593790	608491
16	4	972498.25	10	1801.5	0	3603	1	3	0	1	970524	972671	972671	974127
16	4	851574.0	10	4351.0	2563	6139	10	3	0	1	848199	850598	853161	854338
16	5	65095.5	0	160.0	0	320	1	1	4	1	64978	65053	65053	65298
16	5	57706.75	1	11227.5	2286	20169	11	3	0	1	43675	60511	62797	63844
16	5	57706.75	10	11227.5	2286	20169	11	3	0	1	43675	60511	62797	63844
16	6	113817.75	0	7.5	0	15	1	3	1	1	113810	113818	113818	113825
16	6	192512.5	7	936.0	0	1872	1	1	2	1	191271	192818	192818	193143
16	6	218111.25	0	1310.5	729	1892	5	3	3	1	217261	217651	218380	219153
16	6	427211.25	0	3770.5	313	7228	2	3	4	1	424639	426013	426326	431867
16	6	511243.75	5	4146.5	3187	5106	16	split	"[1, 4]"	2	508716	509625	512812	513822
16	6	64588.0	1	12353.0	0	24706	1	3	0	1	46524	70299	70299	71230
16	6	64588.0	10	12353.0	0	24706	1	3	0	1	46524	70299	70299	71230
16	7	425209.25	0	677.5	0	1355	1	3	4	1	424451	425290	425290	425806
16	7	411781.0	2	1370.0	0	0	1	0	0	1	410929	411263	411263	413669
16	7	2510.0	4	5020.0	0	0	1	4	0	1	545	9495	545	9495
16	7	869822.25	1	705.5	160	1251	3	1	0	1	869011	869928	870088	870262
16	7	646197.5	1	132.0	0	264	1	1	0	1	646079	646184	646184	646343
16	7	31095.75	1	35582.5	23	71142	7	0	0	1	9495	17114	17137	80637
16	7	31095.75	6	35582.5	23	71142	7	1	4	1	9495	17114	17137	80637
16	7	31095.75	8	35582.5	23	71142	7	0	0	1	9495	17114	17137	80637
16	7	869822.25	10	705.5	160	1251	3	1	0	1	869011	869928	870088	870262
16	7	646197.5	10	132.0	0	264	1	1	0	1	646079	646184	646184	646343
16	8	791700.5	0	718.0	310	1126	6	1	1	1	791224	791459	791769	792350
16	8	571037.75	1	4001.5	144	7859	2	3	0	1	566463	571611	571755	574322
16	8	780307.75	1	3130.5	742	5519	4	3	0	1	776928	780557	781299	782447
16	8	571037.75	10	4001.5	144	7859	2	3	0	1	566463	571611	571755	574322
16	8	780307.75	10	3130.5	742	5519	4	3	0	1	776928	780557	781299	782447
16	9	155281.25	1	4136.5	3564	4709	17	3	0	1	152766	153660	157224	157475
16	9	295866.0	1	2410.0	2115	2705	20	3	0	1	294520	294802	296917	297225
16	9	155281.25	10	4136.5	3564	4709	17	3	0	1	152766	153660	157224	157475
16	9	295866.0	10	2410.0	2115	2705	20	3	0	1	294520	294802	296917	297225
16	10	16979.25	7	640.5	299	982	2	3	3	1	16601	16717	17016	17583
16	10	487281.5	1	2533.0	1441	3625	6	1	0	1	485635	486395	487836	489260
16	10	236783.0	1	3108.0	1548	4668	6	3	0	1	233793	236665	238213	238461
16	10	15218.75	1	2426.5	2131	2722	14	3	0	1	13879	14132	16263	16601
16	10	487281.5	10	2533.0	1441	3625	6	1	0	1	485635	486395	487836	489260
16	10	236783.0	10	3108.0	1548	4668	6	3	0	1	233793	236665	238213	238461
16	10	15218.75	9	2426.5	2131	2722	14	3	0	1	13879	14132	16263	16601
16	11	49515.0	0	8517.0	6327	10707	11	3	1	1	44367	46146	52473	55074
16	12	445076.0	0	73.0	0	146	1	3	3	1	444974	445105	445105	445120
16	12	69480.0	1	88445.0	0	176890	1	0	0	1	8741	41774	41774	185631
16	12	306078.25	1	32186.5	233	64140	3	1	0	1	279065	300905	301138	343205
16	12	69480.0	6	88445.0	0	176890	1	1	2	1	8741	41774	41774	185631
16	12	69480.0	8	88445.0	0	176890	1	0	0	1	8741	41774	41774	185631
16	12	306078.25	10	32186.5	233	64140	3	1	0	1	279065	300905	301138	343205
16	13	141110.5	5	44408.0	3046	85770	17	split	"[3, 4]"	2	77819	159994	163040	163589
16	13	833957.5	2	1260.0	0	0	1	4	0	1	832952	833703	833703	835472
16	13	840150.25	1	882.5	0	1765	1	1	0	1	839113	840305	840305	840878
16	13	606530.0	1	945.0	0	1890	1	1	0	1	605727	606388	606388	607617
16	13	840150.25	10	882.5	0	1765	1	1	0	1	839113	840305	840305	840878
16	13	606530.0	10	945.0	0	1890	1	1	0	1	605727	606388	606388	607617
16	14	193916.75	0	2819.5	1504	4135	5	3	2	1	191752	193262	194766	195887
16	14	748466.0	0	107.0	4	210	3	1	0	1	748405	748420	748424	748615
16	14	748359.25	2	106.5	0	0	3	0	0	1	748267	748345	748405	748420
16	14	181431.0	1	777.0	0	1554	1	1	0	1	180867	181218	181218	182421
16	14	650214.25	1	46848.5	302	93395	2	3	0	1	609577	644003	644305	702972
16	14	181431.0	10	777.0	0	1554	1	1	0	1	180867	181218	181218	182421
16	14	650214.25	10	46848.5	302	93395	2	3	0	1	609577	644003	644305	702972
16	15	319188.0	2	1554.0	0	0	1	0	0	1	317656	319166	319166	320764
16	15	21055.25	1	40524.5	0	81049	1	0	0	1	597	989	989	81646
16	15	673741.5	1	1267.0	700	1834	6	3	0	1	672928	673288	673988	674762
16	15	395881.5	1	4247.0	3794	4700	9	1	0	1	393488	394028	397822	398188
16	15	21055.25	6	40524.5	0	81049	1	1	1	1	597	989	989	81646
16	15	21055.25	8	40524.5	0	81049	1	0	0	1	597	989	989	81646
16	15	673741.5	10	1267.0	700	1834	6	3	0	1	672928	673288	673988	674762
16	15	395881.5	10	4247.0	3794	4700	9	1	0	1	393488	394028	397822	398188
16	16	835429.75	0	9834.5	343	19326	4	1	4	1	830493	830532	830875	849819
16	16	12594.25	2	1283.5	0	0	1	0	0	1	10774	13131	13131	13341
16	16	95843.0	1	5305.0	4280	6330	10	3	0	1	92638	93743	98023	98968
16	16	95843.0	10	5305.0	4280	6330	10	3	0	1	92638	93743	98023	98968
17	1	181288.75	2	2339.5	0	0	1	4	0	1	178226	182012	182012	182905
17	2	25712.25	0	5335.5	941	9730	4	3	4	1	18929	27160	28101	28659
17	2	67254.75	0	1965.5	1177	2754	9	1	2	1	66085	66459	67636	68839
17	2	1051104.5	4	475853.0	0	0	1	0	0	1	1288921	1289141	813178	813178
17	2	1228560.0	1	1455.0	0	2910	1	1	0	1	1227121	1228544	1228544	1230031
17	2	778171.5	1	1110.0	659	1561	7	1	0	1	777527	777706	778365	779088
17	2	1140878.25	1	472.5	0	945	1	3	0	1	1140249	1141035	1141035	1141194
17	2	117546.0	1	13744.0	5369	22119	10	4	0	1	102796	118552	123921	124915
17	2	117546.0	1	13744.0	5369	22119	10	4	0	1	102796	118552	123921	124915
17	2	1228560.0	10	1455.0	0	2910	1	1	0	1	1227121	1228544	1228544	1230031
17	2	778171.5	10	1110.0	659	1561	7	1	0	1	777527	777706	778365	779088
17	2	1140878.25	10	472.5	0	945	1	3	0	1	1140249	1141035	1141035	1141194
17	2	117546.0	10	13744.0	5369	22119	10	4	0	1	102796	118552	123921	124915
17	2	117546.0	10	13744.0	5369	22119	10	4	0	1	102796	118552	123921	124915
17	3	219755.75	0	27.5	0	55	1	1	1	1	219721	219763	219763	219776
17	3	261353.0	0	1426.0	702	2150	6	1	1	1	260349	260931	261633	262499
17	3	275003.75	0	626.5	0	1253	1	3	4	1	274148	275233	275233	275401
17	3	177747.75	2	4604.5	0	0	2	4	0	1	171146	179745	179890	180210
17	3	49765.5	1	1142.0	783	1501	6	3	0	1	49031	49358	50141	50532
17	3	126254.0	1	383.0	0	766	1	1	0	1	126016	126109	126109	126782
17	3	49765.5	10	1142.0	783	1501	6	3	0	1	49031	49358	50141	50532
17	3	126254.0	10	383.0	0	766	1	1	0	1	126016	126109	126109	126782
17	4	582923.0	2	36435.0	0	0	1	4	0	1	535621	593790	593790	608491
17	4	141670.0	1	5158.0	1660	8656	5	3	0	1	135907	142275	143935	144563
17	4	850115.0	1	1433.0	8	2858	2	3	0	1	848199	850598	850606	851057
17	4	141670.0	10	5158.0	1660	8656	5	3	0	1	135907	142275	143935	144563
17	4	850115.0	10	1433.0	8	2858	2	3	0	1	848199	850598	850606	851057
17	6	113750.5	0	601.0	19	1183	4	3	1	1	113090	113810	113829	114273
17	6	212622.75	0	2127.5	729	3526	4	1	4	1	210441	212677	213406	213967
17	6	64588.0	1	12353.0	0	24706	1	1	0	1	46524	70299	70299	71230
17	6	64588.0	10	12353.0	0	24706	1	1	0	1	46524	70299	70299	71230
17	7	159290.0	0	253.0	1	505	2	3	2	1	158936	159391	159392	159441
17	7	31095.75	2	35582.5	0	0	7	0	0	1	9495	17114	17137	80637
17	7	411781.0	2	1370.0	0	0	1	0	0	1	410929	411263	411263	413669
17	7	2510.0	4	5020.0	0	0	1	4	0	1	545	9495	545	9495
17	7	559655.5	1	138.0	0	276	1	3	0	1	559550	559623	559623	559826
17	7	378337.25	1	1503.5	548	2459	4	1	0	1	376920	378251	378799	379379
17	7	559655.5	10	138.0	0	276	1	3	0	1	559550	559623	559623	559826
17	7	378337.25	10	1503.5	548	2459	4	1	0	1	376920	378251	378799	379379
17	8	595075.75	2	1582.5	0	0	1	4	0	1	593387	595182	595182	596552
17	8	37370.75	1	1949.5	1439	2460	4	3	0	1	36347	36445	37884	38807
17	8	54523.25	1	27709.5	245	55174	11	1	0	1	40026	41311	41556	95200
17	8	37370.75	10	1949.5	1439	2460	4	3	0	1	36347	36445	37884	38807
17	8	54523.25	10	27709.5	245	55174	11	1	0	1	40026	41311	41556	95200
17	9	255771.5	1	1358.0	718	1998	7	3	0	1	254847	255338	256056	256845
17	9	255771.5	10	1358.0	718	1998	7	3	0	1	254847	255338	256056	256845
17	10	262183.5	0	1598.0	960	2236	5	3	1	1	261000	261769	262729	263236
17	10	221753.0	1	1818.0	1091	2545	11	1	0	1	220202	221486	222577	222747
17	10	221753.0	10	1818.0	1091	2545	11	1	0	1	220202	221486	222577	222747
17	11	364913.75	0	2243.5	909	3578	2	3	4	1	363572	364012	364921	367150
17	11	503934.5	1	10098.0	0	20196	1	1	0	1	489856	507915	507915	510052
17	11	503934.5	10	10098.0	0	20196	1	1	0	1	489856	507915	507915	510052
17	12	69480.0	1	88445.0	0	176890	1	0	0	1	8741	41774	41774	185631
17	12	69480.0	6	88445.0	0	176890	1	1	1	1	8741	41774	41774	185631
17	12	69480.0	8	88445.0	0	176890	1	0	0	1	8741	41774	41774	185631
17	13	162587.0	0	1455.0	838	2072	6	3	4	1	161517	162202	163040	163589
17	13	225293.0	0	597.0	0	1194	1	1	1	1	224846	225143	225143	226040
17	13	389574.0	0	1167.0	0	2334	1	1	1	1	388765	389216	389216	391099
17	13	655433.25	0	2139.5	1534	2745	6	1	1	1	654209	654518	656052	656954
17	13	740402.75	7	681.5	0	1363	1	3	1	1	739883	740241	740241	741246
17	13	833957.5	2	1260.0	0	0	1	4	0	1	832952	833703	833703	835472
17	13	736284.0	1	1416.0	1255	1577	3	3	0	1	735496	735656	736911	737073
17	13	742721.75	1	1223.5	60	2387	2	3	0	1	741804	742416	742476	744191
17	13	897396.25	1	3758.5	2490	5027	9	1	0	1	894571	896463	898953	899598
17	13	736284.0	9	1416.0	1255	1577	3	3	0	1	735496	735656	736911	737073
17	13	742721.75	9	1223.5	60	2387	2	3	0	1	741804	742416	742476	744191
17	13	897396.25	10	3758.5	2490	5027	9	1	0	1	894571	896463	898953	899598
17	14	55605.75	0	1377.5	307	2448	2	1	1	1	54237	55597	55904	56685
17	14	211327.0	0	1418.0	905	1931	2	1	3	1	210327	210909	211814	212258
17	14	539586.75	0	4603.5	3975	5232	17	1	3	1	536709	537861	541836	541941
17	14	708942.75	0	15.5	6	25	4	1	1	1	708929	708941	708947	708954
17	14	748328.25	0	44.5	0	89	1	1	0	1	748267	748345	748345	748356
17	14	748853.0	5	945.0	210	1680	2	split	"[1, 2]"	2	748356	748405	748615	750036
17	14	709051.0	2	50.0	0	0	1	0	0	1	708980	709072	709072	709080
17	14	748365.5	2	30.0	0	0	1	0	0	1	748345	748356	748356	748405
17	14	129503.0	1	14726.0	869	28583	3	3	0	1	109093	135187	136056	137676
17	14	195333.5	1	2106.0	1458	2754	4	3	0	1	193874	194687	196145	196628
17	14	129503.0	10	14726.0	869	28583	3	3	0	1	109093	135187	136056	137676
17	14	195333.5	10	2106.0	1458	2754	4	3	0	1	193874	194687	196145	196628
17	15	319188.0	0	1554.0	0	3108	1	1	4	1	317656	319166	319166	320764
17	15	392213.75	7	169.5	7	332	2	3	1	1	392052	392206	392213	392384
17	15	403427.0	0	69.0	0	138	1	3	4	1	403364	403421	403421	403502
17	15	544311.0	0	685.0	277	1093	4	1	2	1	543870	544067	544344	544963
17	15	312416.75	2	2395.5	0	0	1	0	0	1	309871	312567	312567	314662
17	15	692743.75	1	3207.5	2333	4082	8	1	0	1	690653	691627	693960	694735
17	15	21055.25	1	40524.5	0	81049	1	0	0	1	597	989	989	81646
17	15	21055.25	1	40524.5	0	81049	1	0	0	1	597	989	989	81646
17	15	692743.75	10	3207.5	2333	4082	8	1	0	1	690653	691627	693960	694735
17	15	21055.25	10	40524.5	0	81049	1	0	0	1	597	989	989	81646
17	15	21055.25	10	40524.5	0	81049	1	0	0	1	597	989	989	81646
17	16	82526.0	0	3321.0	1793	4849	8	3	2	1	79932	81799	83592	84781
17	16	389539.75	0	5888.5	284	11493	3	1	4	1	381039	392152	392436	392532
17	16	453.5	3	907.0	0	0	1	3	0	1	612	1202	612	1202
17	16	761323.0	1	2058.0	1728	2388	7	3	0	1	760126	760462	762190	762514
17	16	761323.0	10	2058.0	1728	2388	7	3	0	1	760126	760462	762190	762514
18	1	181288.75	0	2339.5	0	4679	1	3	3	1	178226	182012	182012	182905
18	1	59951.75	1	4715.5	3993	5438	15	1	0	1	57098	58090	62083	62536
18	1	59951.75	10	4715.5	3993	5438	15	1	0	1	57098	58090	62083	62536
18	2	187375.25	7	933.5	0	1867	1	3	1	1	186508	187309	187309	188375
18	2	1156049.5	0	1314.0	555	2073	4	3	1	1	1155118	1155667	1156222	1157191
18	2	1051104.5	4	475853.0	0	0	1	0	0	1	1288921	1289141	813178	813178
18	2	190696.0	1	439.0	297	581	3	3	0	1	190363	190590	190887	190944
18	2	837635.0	1	235.0	0	470	1	3	0	1	837368	837667	837667	837838
18	2	190696.0	9	439.0	297	581	3	3	0	1	190363	190590	190887	190944
18	2	837635.0	10	235.0	0	470	1	3	0	1	837368	837667	837667	837838
18	3	122687.25	0	2864.5	1026	4703	6	3	3	1	120911	121599	122625	125614
18	3	219980.75	0	167.5	0	335	1	1	1	1	219776	220018	220018	220111
18	3	219755.75	2	27.5	0	0	1	0	0	1	219721	219763	219763	219776
18	4	190811.25	0	15059.5	1846	28273	7	3	1	1	182323	184240	186086	210596
18	4	470861.0	7	335.0	0	670	1	3	1	1	470454	470933	470933	471124
18	4	582923.0	1	36435.0	0	72870	1	4	0	1	535621	593790	593790	608491
18	4	582923.0	6	36435.0	0	72870	1	3	3	1	535621	593790	593790	608491
18	4	294689.25	6	1289.5	0	2579	1	1	4	1	293434	294655	294655	296013
18	4	582923.0	8	36435.0	0	72870	1	4	0	1	535621	593790	593790	608491
18	5	278867.75	1	335.5	0	671	1	3	0	1	278648	278752	278752	279319
18	5	278867.75	10	335.5	0	671	1	3	0	1	278648	278752	278752	279319
18	6	272506.5	0	2442.0	1576	3308	4	3	2	1	271102	271469	273045	274410
18	6	458351.75	0	2954.5	2571	3338	14	1	1	1	456801	456948	459519	460139
18	6	461633.25	0	338.5	0	677	1	1	2	1	461259	461669	461669	461936
18	6	395793.25	3	251290.5	0	0	6	1	0	1	520599	522278	270148	270148
18	6	237463.75	1	2261.5	1569	2954	8	1	0	1	236000	236666	238235	238954
