tetrad	chr	pos(bp)	co_type	chromatids	GCasso_tract_len	GCasso_marker	GCasso	snp_start_out	snp_start_in	snp_end_in	snp_end_out
10	16	27940.0	0	"[2, 3]"	0	0	0	23896	31984	23896	31984
10	16	449856.0	0	"[2, 4]"	0	0	0	441373	458339	441373	458339
10	16	320644.0	0	"[2, 3]"	0	0	0	319428	321860	319428	321860
10	16	42671.75	1	"[2, 3]"	3030.5	2	1	43911	44463	38763	43550
10	16	829145.25	1	"[1, 4]"	1277.5	18	1	829683	829885	828337	828676
10	16	699318.5	0	"[2, 4]"	0	0	0	683899	714738	683899	714738
11	1	145745.0	0	"[1, 2]"	0	0	0	132343	159147	132343	159147
11	2	148063.5	0	"[1, 2]"	0	0	0	134433	161694	134433	161694
11	2	404631.0	0	"[1, 2]"	0	0	0	389139	420123	389139	420123
11	2	39106.0	0	"[2, 4]"	0	0	0	34847	43365	34847	43365
11	2	541172.0	0	"[2, 4]"	0	0	0	486175	596169	486175	596169
11	2	1268357.0	0	"[1, 4]"	0	0	0	1267837	1268877	1267837	1268877
11	3	121255.0	0	"[1, 4]"	0	0	0	120911	121599	120911	121599
11	3	214088.5	5	"[1, 2]"	0	0	0	208529	219648	208529	219648
11	3	214088.5	5	"[3, 4]"	0	0	0	208529	219648	208529	219648
11	3	253117.0	1	"[2, 3]"	2847.0	27	1	251171	252216	254018	255063
11	3	248732.0	4	"[1, 4]"	3650.0	11	0	245281	248533	250694	250769
11	3	137917.75	1	"[1, 4]"	1290.5	16	1	138406	138720	136843	137702
11	4	121305.0	0	"[3, 4]"	0	0	0	120365	122245	120365	122245
11	4	215936.25	1	"[1, 4]"	4373.5	5	1	217577	218669	210596	216903
11	4	47000.5	0	"[2, 4]"	0	0	0	40719	53282	40719	53282
11	4	311766.75	1	"[2, 3]"	2504.5	1	1	312190	313848	308839	312190
11	4	392055.0	0	"[3, 4]"	0	0	0	379378	404732	379378	404732
11	4	179769.5	0	"[2, 3]"	0	0	0	178793	180746	178793	180746
11	4	856060.5	1	"[2, 3]"	10458.0	11	1	854998	867581	850606	851057
11	4	241832.5	5	"[1, 4]"	0	0	0	223598	260067	223598	260067
11	4	241832.5	5	"[3, 2]"	0	0	0	223598	260067	223598	260067
11	4	958273.5	1	"[1, 4]"	3545.0	19	1	959442	960650	956252	956750
11	4	582923.0	3	"[1, 2]"	36435.0	1	1	535621	593790	593790	608491
11	4	367434.5	2	"[2, 4]"	17133.0	0	0	355491	379378	355491	379378
11	4	626994.0	0	"[1, 3]"	0	0	0	608491	645497	608491	645497
11	5	481477.0	0	"[2, 4]"	0	0	0	480140	482814	480140	482814
11	5	2232.5	1	"[2, 4]"	799.0	5	1	2378	2886	1728	1938
11	5	64326.0	0	"[1, 2]"	0	0	0	64204	64448	64204	64448
11	5	186743.5	1	"[3, 4]"	5211.0	13	1	183782	184494	188896	189802
11	6	67062.5	1	"[1, 4]"	17302.0	46	1	46524	70299	75445	75982
11	6	273171.25	1	"[1, 2]"	1112.5	2	1	272303	272927	273045	274410
11	6	239710.25	1	"[3, 4]"	447.5	1	1	239684	240184	239289	239684
11	6	480351.5	0	"[2, 3]"	0	0	0	479829	480874	479829	480874
11	6	325718.75	1	"[1, 4]"	38672.5	6	1	315648	374462	298055	314710
11	7	620537.75	1	"[2, 4]"	682.5	3	1	620455	621303	619963	620430
11	7	812085.75	1	"[1, 3]"	7963.5	4	1	815725	816410	800912	815296
11	7	110422.0	0	"[2, 4]"	0	0	0	108917	111927	108917	111927
11	7	162976.5	1	"[3, 4]"	3026.0	4	1	164239	164740	161026	161901
11	7	426971.5	1	"[1, 4]"	714.0	1	1	426009	427220	427220	427437
11	7	520255.75	1	"[3, 4]"	1961.5	9	1	519030	519520	521142	521331
11	7	231713.0	0	"[2, 3]"	0	0	0	211233	252193	211233	252193
11	7	31095.75	3	"[1, 4]"	35582.5	7	1	9495	17114	17137	80637
11	8	68378.0	0	"[3, 4]"	0	0	0	41556	95200	41556	95200
11	8	534280.5	0	"[1, 4]"	0	0	0	502098	566463	502098	566463
11	8	314160.5	0	"[2, 4]"	0	0	0	277526	350795	277526	350795
11	8	466882.75	1	"[3, 4]"	26781.5	1	1	460603	499944	446381	460603
11	8	236265.0	0	"[2, 3]"	0	0	0	195004	277526	195004	277526
11	9	335921.0	1	"[2, 3]"	1543.0	7	1	336525	336860	334489	335810
11	9	299129.5	1	"[2, 3]"	285.0	2	1	299095	299449	298945	299029
11	9	75863.5	0	"[2, 4]"	0	0	0	47455	104272	47455	104272
11	9	221189.0	0	"[1, 4]"	0	0	0	198652	243726	198652	243726
11	9	45542.0	0	"[2, 4]"	0	0	0	44076	47008	44076	47008
11	10	487197.25	1	"[1, 3]"	2364.5	5	1	487499	489260	485635	486395
11	10	604928.0	0	"[1, 3]"	0	0	0	578030	631826	578030	631826
11	10	840418.25	1	"[1, 4]"	2732.5	3	1	841226	842343	837445	840659
11	10	753871.0	0	"[1, 3]"	0	0	0	743056	764686	743056	764686
11	10	94740.75	1	"[1, 4]"	5171.5	2	1	92559	102094	91753	92557
11	10	379230.5	1	"[1, 4]"	574.0	2	1	379329	379706	378571	379316
11	10	5697.5	0	"[1, 4]"	0	0	0	5348	6047	5348	6047
11	10	792584.75	1	"[2, 3]"	1627.5	1	1	793012	793785	790530	793012
11	10	455883.0	0	"[2, 4]"	0	0	0	426131	485635	426131	485635
11	10	967068.5	0	"[1, 3]"	0	0	0	966375	967762	966375	967762
11	11	36013.0	0	"[2, 4]"	0	0	0	32090	39936	32090	39936
11	11	512795.0	0	"[2, 3]"	0	0	0	512234	513356	512234	513356
11	11	354937.5	1	"[1, 2]"	22196.0	3	1	324107	363572	364921	367150
11	11	235118.0	0	"[1, 3]"	0	0	0	233934	236302	233934	236302
11	11	565005.0	0	"[2, 4]"	0	0	0	564800	565210	564800	565210
11	11	53773.5	0	"[2, 4]"	0	0	0	52473	55074	52473	55074
11	11	111969.5	0	"[1, 3]"	0	0	0	72792	151147	72792	151147
11	12	245240.0	0	"[2, 4]"	0	0	0	239429	251051	239429	251051
11	12	322171.5	0	"[2, 3]"	0	0	0	301138	343205	301138	343205
11	12	212529.5	0	"[2, 3]"	0	0	0	185631	239428	185631	239428
11	12	255170.75	1	"[3, 4]"	586.5	3	1	254719	255036	255137	255791
11	12	69480.0	3	"[3, 4]"	88445.0	1	1	41774	185631	8741	41774
11	13	344559.5	0	"[2, 3]"	0	0	0	320425	368694	320425	368694
11	13	21785.5	0	"[3, 4]"	0	0	0	14884	28687	14884	28687
11	13	162760.0	0	"[1, 2]"	0	0	0	162608	162912	162608	162912
11	13	118906.5	0	"[1, 2]"	0	0	0	77819	159994	77819	159994
11	13	843923.25	1	"[3, 4]"	3870.5	18	1	845708	846009	841376	842600
11	13	655226.0	0	"[1, 3]"	0	0	0	654677	655775	654677	655775
11	14	194803.5	1	"[1, 4]"	1046.0	2	1	194766	195887	193874	194687
11	14	122140.0	0	"[1, 4]"	0	0	0	109093	135187	109093	135187
11	14	673638.5	0	"[3, 4]"	0	0	0	644305	702972	644305	702972
11	14	421873.5	0	"[3, 4]"	0	0	0	367717	476030	367717	476030
11	14	505330.5	0	"[3, 4]"	0	0	0	476030	534631	476030	534631
11	15	21055.25	1	"[1, 3]"	40524.5	1	1	989	81646	597	989
11	15	204680.0	0	"[3, 4]"	0	0	0	203214	206146	203214	206146
11	15	668616.5	0	"[1, 4]"	0	0	0	668272	668961	668272	668961
11	15	530176.5	0	"[2, 3]"	0	0	0	529482	530871	529482	530871
11	15	400866.5	1	"[2, 4]"	409.0	1	1	400376	400948	400948	401194
11	15	358067.75	1	"[3, 4]"	4189.5	20	1	359026	361299	355254	356692
11	16	27940.0	0	"[1, 4]"	0	0	0	23896	31984	23896	31984
11	16	699318.5	0	"[1, 4]"	0	0	0	683899	714738	683899	714738
11	16	829411.25	1	"[1, 3]"	444.5	8	1	829593	829674	829090	829288
11	16	41156.5	0	"[1, 2]"	0	0	0	38763	43550	38763	43550
11	16	491321.0	0	"[1, 2]"	0	0	0	490258	492384	490258	492384
12	1	109593.5	0	"[3, 4]"	0	0	0	103971	115216	103971	115216
12	2	1221412.5	2	"[2, 4]"	2294.0	0	0	1219709	1223116	1219709	1223116
12	2	8209.5	1	"[1, 4]"	4602.0	15	1	10280	10741	3644	8173
12	2	656677.25	1	"[1, 3]"	2784.5	18	1	655213	655357	658021	658118
12	2	887278.0	0	"[2, 3]"	0	0	0	849131	925425	849131	925425
12	2	78452.5	0	"[2, 4]"	0	0	0	76108	80797	76108	80797
12	2	438919.5	0	"[1, 4]"	0	0	0	420123	457716	420123	457716
12	2	964901.5	0	"[1, 2]"	0	0	0	925425	1004378	925425	1004378
12	2	323408.0	0	"[1, 3]"	0	0	0	306745	340071	306745	340071
12	2	1119552.0	0	"[2, 4]"	0	0	0	1119068	1120036	1119068	1120036
12	2	736290.5	1	"[1, 3]"	1378.0	25	1	735552	735651	736749	737210
12	2	541172.0	0	"[1, 4]"	0	0	0	486175	596169	486175	596169
12	3	214088.5	0	"[1, 4]"	0	0	0	208529	219648	208529	219648
12	3	271318.0	0	"[3, 4]"	0	0	0	269910	272726	269910	272726
12	3	124119.5	0	"[1, 3]"	0	0	0	122625	125614	122625	125614
12	4	888217.0	0	"[1, 2]"	0	0	0	886296	890138	886296	890138
12	4	122731.25	1	"[2, 4]"	2852.5	4	1	120365	122245	123754	124561
12	4	241832.5	5	"[3, 2]"	0	0	0	223598	260067	223598	260067
12	4	241832.5	5	"[4, 1]"	0	0	0	223598	260067	223598	260067
12	4	501501.25	1	"[1, 3]"	2652.5	5	1	502727	502928	500126	500224
12	4	669792.5	0	"[1, 4]"	0	0	0	645497	694088	645497	694088
12	4	347820.75	1	"[1, 3]"	1088.5	8	1	347211	347342	347780	348950
12	5	60600.0	0	"[2, 3]"	0	0	0	60511	60689	60511	60689
12	5	280127.0	0	"[2, 4]"	0	0	0	279319	280935	279319	280935
12	5	431503.5	0	"[1, 3]"	0	0	0	391932	471075	391932	471075
12	5	52093.0	0	"[1, 2]"	0	0	0	43675	60511	43675	60511
12	5	121587.0	0	"[2, 4]"	0	0	0	110502	132672	110502	132672
12	5	514482.25	1	"[1, 2]"	2275.5	2	1	512284	514405	514966	516274
12	6	444550.0	0	"[2, 4]"	0	0	0	437677	451423	437677	451423
12	6	58411.5	0	"[1, 3]"	0	0	0	46524	70299	46524	70299
12	6	256842.0	1	"[2, 4]"	1198.0	1	1	256999	257883	255487	256999
12	7	808104.0	0	"[1, 4]"	0	0	0	800912	815296	800912	815296
12	7	577097.25	1	"[2, 4]"	590.5	1	1	576925	577860	576679	576925
12	7	31095.75	3	"[1, 3]"	35582.5	7	1	17137	80637	9495	17114
12	7	261214.5	0	"[1, 3]"	0	0	0	252193	270236	252193	270236
12	7	379172.75	1	"[1, 3]"	1262.5	5	1	378293	378790	379633	379975
12	8	466882.75	1	"[2, 4]"	26781.5	1	1	460603	499944	446381	460603
12	8	314160.5	5	"[1, 3]"	0	0	0	277526	350795	277526	350795
12	8	314160.5	5	"[4, 2]"	0	0	0	277526	350795	277526	350795
12	8	677197.5	0	"[1, 3]"	0	0	0	649335	705060	649335	705060
12	9	280556.0	1	"[1, 2]"	4668.0	4	1	282616	283164	277303	279141
12	10	798671.75	1	"[1, 3]"	1114.5	1	1	797726	798503	798503	799955
12	10	787432.75	1	"[2, 4]"	2509.5	7	1	788226	789149	785578	786778
12	10	40279.75	1	"[1, 4]"	2321.5	4	1	41091	41790	38778	39460
12	10	416561.0	1	"[2, 4]"	638.0	1	1	415804	416680	416680	417080
12	10	967068.5	2	"[1, 3]"	4839.5	0	0	966375	967762	966375	967762
12	10	5697.5	0	"[2, 4]"	0	0	0	5348	6047	5348	6047
12	10	327796.0	0	"[1, 2]"	0	0	0	326406	329186	326406	329186
12	10	97326.5	0	"[3, 4]"	0	0	0	92559	102094	92559	102094
12	10	252671.5	0	"[1, 2]"	0	0	0	252052	253291	252052	253291
12	10	604928.0	0	"[2, 3]"	0	0	0	578030	631826	578030	631826
12	10	677108.0	0	"[2, 3]"	0	0	0	631826	722390	631826	722390
12	11	446045.5	0	"[3, 4]"	0	0	0	444759	447332	444759	447332
12	11	212096.5	0	"[1, 2]"	0	0	0	191636	232557	191636	232557
12	11	36013.0	0	"[1, 3]"	0	0	0	32090	39936	32090	39936
12	11	111969.5	0	"[1, 4]"	0	0	0	72792	151147	72792	151147
12	11	69247.75	1	"[2, 4]"	442.5	1	1	69120	69818	68933	69120
12	11	548063.0	0	"[1, 4]"	0	0	0	542329	553797	542329	553797
12	12	212529.5	0	"[1, 3]"	0	0	0	185631	239428	185631	239428
12	12	69480.0	3	"[2, 4]"	88445.0	1	1	41774	185631	8741	41774
12	12	6802.0	0	"[2, 3]"	0	0	0	4863	8741	4863	8741
12	13	206974.25	1	"[1, 2]"	574.5	3	1	207067	207456	206470	206904
12	13	344559.5	0	"[2, 4]"	0	0	0	320425	368694	320425	368694
12	13	734804.0	0	"[2, 3]"	0	0	0	734139	735469	734139	735469
12	13	29048.5	0	"[3, 4]"	0	0	0	28687	29410	28687	29410
12	13	898754.25	1	"[2, 4]"	1042.5	1	1	898953	899598	897513	898953
12	13	740402.75	1	"[2, 3]"	681.5	1	1	739883	740241	740241	741246
12	14	283760.5	0	"[3, 4]"	0	0	0	282905	284616	282905	284616
12	14	353061.5	5	"[3, 4]"	0	0	0	351289	354834	351289	354834
12	14	353061.5	5	"[2, 1]"	0	0	0	351289	354834	351289	354834
12	14	16364.5	0	"[2, 4]"	0	0	0	15005	17724	15005	17724
12	14	505330.5	0	"[1, 2]"	0	0	0	476030	534631	476030	534631
12	14	88881.25	1	"[3, 4]"	323.5	2	1	88543	88896	88950	89136
12	14	577972.0	0	"[1, 2]"	0	0	0	546367	609577	546367	609577
12	14	704917.5	0	"[3, 4]"	0	0	0	703578	706257	703578	706257
12	15	603479.5	2	"[1, 3]"	26733.0	0	0	576850	630109	576850	630109
12	15	456320.0	1	"[1, 3]"	2672.0	8	1	454852	455116	457474	457838
12	15	142430.0	0	"[1, 3]"	0	0	0	81646	203214	81646	203214
12	15	204680.0	0	"[2, 4]"	0	0	0	203214	206146	203214	206146
12	16	386595.5	0	"[2, 4]"	0	0	0	381039	392152	381039	392152
12	16	840347.0	2	"[2, 4]"	9889.0	0	0	830875	849819	830875	849819
12	16	27940.0	0	"[3, 4]"	0	0	0	23896	31984	23896	31984
12	16	142211.75	1	"[1, 2]"	2846.5	6	1	143199	144071	140375	141202
12	16	699318.5	0	"[1, 2]"	0	0	0	683899	714738	683899	714738
12	16	256123.25	1	"[2, 4]"	187.5	1	1	256155	256279	255904	256155
12	16	611145.0	1	"[1, 2]"	3622.0	2	1	606510	612158	612166	613746
13	1	164101.75	4	"[3, 4]"	36713.5	99	0	132343	159147	182905	183031
13	2	780538.0	0	"[2, 4]"	0	0	0	780472	780604	780472	780604
13	2	1267082.5	0	"[2, 4]"	0	0	0	1265288	1268877	1265288	1268877
13	2	39106.0	0	"[1, 2]"	0	0	0	34847	43365	34847	43365
13	2	964901.5	0	"[1, 3]"	0	0	0	925425	1004378	925425	1004378
13	2	1189475.0	0	"[2, 4]"	0	0	0	1188559	1190391	1188559	1190391
13	2	1173279.5	0	"[1, 3]"	0	0	0	1171398	1175161	1171398	1175161
13	2	269002.0	0	"[1, 2]"	0	0	0	252894	285110	252894	285110
13	2	541172.0	0	"[3, 4]"	0	0	0	486175	596169	486175	596169
13	3	214088.5	0	"[2, 3]"	0	0	0	208529	219648	208529	219648
13	3	195099.0	0	"[1, 4]"	0	0	0	181669	208529	181669	208529
13	3	44251.0	0	"[1, 3]"	0	0	0	42986	45516	42986	45516
13	3	292706.75	1	"[2, 4]"	102.5	2	1	292582	292729	292735	292781
13	4	948442.0	1	"[1, 2]"	2036.0	3	1	948358	950562	946922	947926
13	4	368320.0	0	"[3, 4]"	0	0	0	357262	379378	357262	379378
13	4	669792.5	0	"[2, 4]"	0	0	0	645497	694088	645497	694088
13	4	852059.5	1	"[3, 4]"	688.0	1	1	851512	851919	851919	852888
13	4	241832.5	5	"[1, 4]"	0	0	0	223598	260067	223598	260067
13	4	241832.5	5	"[3, 2]"	0	0	0	223598	260067	223598	260067
13	4	582923.0	3	"[1, 3]"	36435.0	1	1	535621	593790	593790	608491
13	4	116063.25	1	"[1, 2]"	1705.5	1	1	114314	116107	116107	117725
13	5	93708.0	0	"[2, 4]"	0	0	0	93598	93818	93598	93818
13	5	513344.5	0	"[2, 3]"	0	0	0	512284	514405	512284	514405
13	5	52093.0	0	"[2, 4]"	0	0	0	43675	60511	43675	60511
13	5	317610.0	0	"[1, 2]"	0	0	0	310053	325167	310053	325167
13	5	431503.5	0	"[2, 4]"	0	0	0	391932	471075	391932	471075
13	5	172224.75	1	"[3, 4]"	142.5	1	1	172091	172216	172216	172376
13	6	407271.5	0	"[1, 2]"	0	0	0	400242	414301	400242	414301
13	6	139422.0	0	"[2, 4]"	0	0	0	138790	140054	138790	140054
13	6	58411.5	0	"[3, 4]"	0	0	0	46524	70299	46524	70299
13	6	202921.0	0	"[1, 4]"	0	0	0	202614	203228	202614	203228
13	7	769954.0	0	"[1, 3]"	0	0	0	738996	800912	738996	800912
13	7	31095.75	6	"[4, 3]"	35582.5	7	1	9495	17114	17137	80637
13	7	31095.75	6	"[2, 1]"	35582.5	7	1	9495	17114	17137	80637
13	7	815462.5	0	"[1, 4]"	0	0	0	815382	815543	815382	815543
13	7	300788.25	1	"[2, 3]"	1991.5	4	1	299659	299926	301015	302553
13	7	379221.0	1	"[1, 4]"	4925.0	16	1	376675	376842	380803	382564
13	7	419294.0	0	"[3, 4]"	0	0	0	418341	420247	418341	420247
13	8	534280.5	0	"[2, 3]"	0	0	0	502098	566463	502098	566463
13	8	314160.5	0	"[1, 3]"	0	0	0	277526	350795	277526	350795
13	8	731307.5	0	"[2, 3]"	0	0	0	705060	757555	705060	757555
13	9	371617.5	1	"[1, 2]"	2064.0	14	1	372544	372755	370106	371065
13	9	75863.5	0	"[1, 3]"	0	0	0	47455	104272	47455	104272
13	9	221189.0	2	"[2, 4]"	23076.0	0	0	198652	243726	198652	243726
13	10	139308.0	0	"[3, 4]"	0	0	0	113531	165085	113531	165085
13	10	231944.0	1	"[2, 4]"	1018.0	1	1	231020	231850	231850	233056
13	10	5697.5	0	"[1, 2]"	0	0	0	5348	6047	5348	6047
13	10	395394.5	0	"[1, 3]"	0	0	0	394665	396124	394665	396124
13	10	514198.5	0	"[2, 4]"	0	0	0	513349	515048	513349	515048
13	10	677108.0	0	"[2, 4]"	0	0	0	631826	722390	631826	722390
13	11	310470.0	0	"[2, 4]"	0	0	0	309057	311883	309057	311883
13	11	508983.5	0	"[1, 3]"	0	0	0	507915	510052	507915	510052
13	12	322171.5	0	"[2, 4]"	0	0	0	301138	343205	301138	343205
13	12	69480.0	3	"[1, 3]"	88445.0	1	1	8741	41774	41774	185631
13	12	388008.25	1	"[2, 4]"	2368.5	25	1	386726	386922	389176	389209
13	13	21785.5	0	"[1, 2]"	0	0	0	14884	28687	14884	28687
13	13	344559.5	0	"[1, 3]"	0	0	0	320425	368694	320425	368694
13	13	858815.0	1	"[2, 4]"	5347.0	28	1	861302	861675	855926	856357
13	13	393286.75	1	"[1, 4]"	6258.5	14	1	395852	396980	389216	391099
13	13	739181.0	0	"[3, 4]"	0	0	0	738521	739841	738521	739841
13	13	206082.0	1	"[1, 3]"	272.0	2	1	205966	206470	205938	205954
13	13	118906.5	0	"[2, 3]"	0	0	0	77819	159994	77819	159994
13	14	285512.5	0	"[1, 3]"	0	0	0	285065	285960	285065	285960
13	14	626790.0	0	"[3, 4]"	0	0	0	609577	644003	609577	644003
13	14	577972.0	0	"[1, 3]"	0	0	0	546367	609577	546367	609577
13	14	85084.5	1	"[1, 3]"	2573.0	5	1	81406	86190	86365	86377
13	14	421873.5	0	"[2, 4]"	0	0	0	367717	476030	367717	476030
13	15	350013.0	1	"[3, 4]"	1821.0	2	1	350382	351465	348357	349848
13	15	603479.5	0	"[1, 4]"	0	0	0	576850	630109	576850	630109
13	15	142430.0	0	"[3, 4]"	0	0	0	81646	203214	81646	203214
13	15	21055.25	3	"[2, 3]"	40524.5	1	1	989	81646	597	989
13	15	384117.5	0	"[2, 3]"	0	0	0	383720	384515	383720	384515
13	16	27940.0	5	"[1, 2]"	0	0	0	23896	31984	23896	31984
13	16	27940.0	5	"[4, 3]"	0	0	0	23896	31984	23896	31984
13	16	757542.0	0	"[2, 4]"	0	0	0	756802	758282	756802	758282
13	16	449856.0	0	"[1, 3]"	0	0	0	441373	458339	441373	458339
13	16	90569.0	1	"[2, 4]"	168.0	1	1	90407	90563	90563	90743
14	1	75962.0	1	"[3, 4]"	1535.0	2	1	76399	77060	74038	76351
14	2	1091336.0	1	"[1, 3]"	2447.0	3	1	1092317	1092802	1089571	1090654
14	2	703800.75	1	"[1, 3]"	6778.5	15	1	706996	707384	695126	705697
14	2	200934.0	0	"[2, 4]"	0	0	0	195269	206599	195269	206599
14	2	887278.0	0	"[1, 3]"	0	0	0	849131	925425	849131	925425
14	2	287374.5	0	"[1, 3]"	0	0	0	286238	288511	286238	288511
14	2	39106.0	0	"[1, 4]"	0	0	0	34847	43365	34847	43365
14	2	438919.5	0	"[2, 3]"	0	0	0	420123	457716	420123	457716
14	2	628924.5	0	"[1, 4]"	0	0	0	628699	629150	628699	629150
14	3	262424.75	8	"[3, 4]"	717.5	2	1	262504	263063	261633	262499
14	3	214088.5	0	"[1, 4]"	0	0	0	208529	219648	208529	219648
14	3	175445.5	0	"[1, 4]"	0	0	0	171146	179745	171146	179745
14	3	124119.5	0	"[3, 4]"	0	0	0	122625	125614	122625	125614
14	4	410334.5	0	"[1, 2]"	0	0	0	404732	415937	404732	415937
14	4	241832.5	5	"[2, 1]"	0	0	0	223598	260067	223598	260067
14	4	241832.5	5	"[4, 3]"	0	0	0	223598	260067	223598	260067
14	4	24789.5	0	"[2, 4]"	0	0	0	8860	40719	8860	40719
14	4	669792.5	0	"[2, 3]"	0	0	0	645497	694088	645497	694088
14	4	137342.25	1	"[3, 4]"	3497.5	1	1	135907	142275	135280	135907
14	4	582923.0	3	"[1, 2]"	36435.0	1	1	535621	593790	593790	608491
14	4	626994.0	0	"[2, 3]"	0	0	0	608491	645497	608491	645497
14	5	317610.0	0	"[2, 4]"	0	0	0	310053	325167	310053	325167
14	5	47853.25	1	"[1, 2]"	8479.5	1	1	43675	60511	43552	43675
14	5	303367.5	1	"[2, 4]"	2425.0	7	1	301534	302776	303831	305329
14	5	228180.0	0	"[1, 3]"	0	0	0	211647	244713	211647	244713
14	5	431503.5	0	"[2, 4]"	0	0	0	391932	471075	391932	471075
14	6	216807.5	1	"[2, 4]"	2656.0	13	1	215328	215631	217909	218362
14	6	77873.5	0	"[1, 3]"	0	0	0	77475	78272	77475	78272
14	6	345055.0	0	"[1, 3]"	0	0	0	315648	374462	315648	374462
14	7	231713.0	0	"[2, 4]"	0	0	0	211233	252193	211233	252193
14	7	769954.0	0	"[3, 4]"	0	0	0	738996	800912	738996	800912
14	7	476038.5	0	"[1, 3]"	0	0	0	474855	477222	474855	477222
14	7	31095.75	3	"[3, 4]"	35582.5	7	1	9495	17114	17137	80637
14	8	68378.0	0	"[1, 2]"	0	0	0	41556	95200	41556	95200
14	8	183602.0	0	"[3, 4]"	0	0	0	176558	190646	176558	190646
14	8	118008.5	0	"[3, 4]"	0	0	0	95924	140093	95924	140093
14	8	480273.5	0	"[1, 3]"	0	0	0	460603	499944	460603	499944
14	8	571037.75	1	"[2, 3]"	4001.5	2	1	571755	574322	566463	571611
14	9	154872.0	1	"[1, 3]"	626.0	2	1	154263	154855	155115	155255
14	10	786178.0	0	"[1, 3]"	0	0	0	785578	786778	785578	786778
14	10	455883.0	0	"[2, 3]"	0	0	0	426131	485635	426131	485635
14	10	171865.0	0	"[2, 4]"	0	0	0	170678	173052	170678	173052
14	10	139308.0	0	"[2, 4]"	0	0	0	113531	165085	113531	165085
14	10	232027.5	1	"[2, 3]"	6403.0	15	1	233793	236665	228761	228891
14	10	753871.0	0	"[1, 4]"	0	0	0	743056	764686	743056	764686
14	10	913229.5	0	"[1, 2]"	0	0	0	863018	963441	863018	963441
14	10	395394.5	0	"[2, 3]"	0	0	0	394665	396124	394665	396124
14	10	5697.5	0	"[2, 4]"	0	0	0	5348	6047	5348	6047
14	11	498885.5	0	"[1, 3]"	0	0	0	489856	507915	489856	507915
14	11	111969.5	0	"[1, 4]"	0	0	0	72792	151147	72792	151147
14	11	174679.0	0	"[1, 3]"	0	0	0	157722	191636	157722	191636
14	12	212529.5	0	"[1, 3]"	0	0	0	185631	239428	185631	239428
14	12	69480.0	3	"[1, 3]"	88445.0	1	1	41774	185631	8741	41774
14	12	435020.0	1	"[1, 2]"	722.0	17	1	435343	435419	434632	434686
14	12	343391.0	1	"[2, 4]"	42439.0	1	1	343205	386016	301138	343205
14	13	654100.25	1	"[2, 4]"	2251.5	5	1	652460	653489	654677	655775
14	13	344559.5	0	"[2, 4]"	0	0	0	320425	368694	320425	368694
14	13	839300.0	3	"[2, 4]"	5376.0	10	1	841376	842600	835556	837668
14	13	21785.5	0	"[1, 2]"	0	0	0	14884	28687	14884	28687
14	13	275974.75	1	"[2, 4]"	8763.5	10	1	271290	271896	274512	286201
14	14	673638.5	0	"[1, 3]"	0	0	0	644305	702972	644305	702972
14	14	100846.5	1	"[2, 4]"	336.0	1	1	100790	101239	100567	100790
14	14	505330.5	0	"[1, 2]"	0	0	0	476030	534631	476030	534631
14	14	192507.0	2	"[3, 4]"	1225.5	0	0	191752	193262	191752	193262
14	15	204680.0	0	"[1, 2]"	0	0	0	203214	206146	203214	206146
14	15	603479.5	0	"[3, 4]"	0	0	0	576850	630109	576850	630109
14	15	645989.5	0	"[2, 4]"	0	0	0	630109	661870	630109	661870
14	15	394488.0	0	"[3, 4]"	0	0	0	394028	394948	394028	394948
14	16	386595.5	0	"[2, 4]"	0	0	0	381039	392152	381039	392152
14	16	501658.0	1	"[2, 4]"	1073.0	1	1	500452	501791	501791	502598
14	16	585862.75	1	"[3, 4]"	822.5	2	1	585963	586585	585269	585634
14	16	242823.5	0	"[2, 4]"	0	0	0	235555	250092	235555	250092
14	16	690141.0	1	"[1, 2]"	18355.0	1	1	678028	683899	683899	714738
14	16	126070.5	1	"[2, 3]"	2632.0	5	1	124117	125392	127214	127559
15	2	673541.25	1	"[3, 4]"	2675.5	18	1	672159	672248	674081	675677
15	2	473318.0	0	"[1, 3]"	0	0	0	469737	476899	469737	476899
15	2	97981.0	1	"[1, 3]"	832.0	4	1	98007	98787	97351	97779
15	2	323408.0	0	"[3, 4]"	0	0	0	306745	340071	306745	340071
15	2	1268357.0	0	"[1, 2]"	0	0	0	1267837	1268877	1267837	1268877
15	2	438919.5	0	"[2, 4]"	0	0	0	420123	457716	420123	457716
15	2	964901.5	0	"[1, 3]"	0	0	0	925425	1004378	925425	1004378
15	2	700411.5	0	"[1, 4]"	0	0	0	695126	705697	695126	705697
15	2	165206.5	1	"[2, 3]"	4347.0	27	1	162636	163430	166942	167818
15	2	1221412.5	0	"[3, 4]"	0	0	0	1219709	1223116	1219709	1223116
15	3	259405.5	0	"[1, 3]"	0	0	0	258735	260076	258735	260076
15	3	126320.75	1	"[3, 4]"	4069.5	9	1	122625	125947	127624	129087
15	3	214088.5	5	"[1, 3]"	0	0	0	208529	219648	208529	219648
15	3	214088.5	5	"[4, 2]"	0	0	0	208529	219648	208529	219648
15	3	279938.0	1	"[2, 3]"	678.0	1	1	279267	279931	279931	280623
15	4	83108.5	8	"[1, 3]"	3725.0	7	1	80570	81922	84644	85298
15	4	941275.5	0	"[3, 4]"	0	0	0	937826	944725	937826	944725
